book_id,tag_name,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id
1520,science fiction,118,Walter M. Miller Jr.                                                          ,1959,A Canticle for Leibowitz                                                                 ,4,71988,3596,25
1521,classics,423,"Sophocles, J.E. Thomas                                                        ",-441,"Antigone (The Theban Plays, #3)                                                          ",3.6,78535,1893,5 
1522,fiction,86,Colm Tóibín                                                                   ,2009,Brooklyn                                                                                 ,3.6,67822,8669,11
1523,young adult,44,Lauren DeStefano                                                              ,2011,"Wither (The Chemical Garden, #1)                                                         ",3.8,88657,7886,18
1524,nonfiction,30,J.D. Vance                                                                    ,2016,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis                              ,4,105770,13146,16
1525,fantasy,55,Robert Jordan                                                                 ,2003,"Crossroads of Twilight (Wheel of Time, #10)                                              ",3.8,68479,1599,10
1526,classics,800,Stephen Crane                                                                 ,1871,The Red Badge of Courage                                                                 ,3.2,74975,2825,5 
1527,nonfiction,59,Randall Munroe                                                                ,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions                    ,4.2,71829,5437,16
1528,fantasy,64,Steven Erikson                                                                ,1999,"Gardens of the Moon (The Malazan Book of the Fallen, #1)                                 ",3.9,64654,3720,10
1529,fiction,133,Paulo Coelho                                                                  ,2006,The Witch Of Portobello                                                                  ,3.5,58074,3181,11
1530,fantasy,20,Madeleine L'Engle                                                             ,1978,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)                                 ",4.1,80918,1477,10
1531,fantasy,75,Suzanne Collins                                                               ,2003,"Gregor the Overlander (Underland Chronicles, #1)                                         ",4,72486,5376,10
1532,fiction,52,Jodi Picoult                                                                  ,2011,Sing You Home                                                                            ,3.8,68347,6241,11
1533,fantasy,65,Anne Rice                                                                     ,1992,"The Tale of the Body Thief (The Vampire Chronicles, #4)                                  ",3.7,71768,1161,10
1534,thriller,90,David Baldacci                                                                ,2005,"The Camel Club (Camel Club, #1)                                                          ",4,63140,2255,28
1535,young adult,73,James Patterson                                                               ,2006,"Saving the World and Other Extreme Sports (Maximum Ride, #3)                             ",4.2,80114,2529,18
1536,fantasy,57,Terry Goodkind                                                                ,1996,"Blood of the Fold (Sword of Truth, #3)                                                   ",4,64653,958,10
1537,fiction,76,Philippa Gregory                                                              ,2006,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)                           ",3.8,71070,3967,11
1538,fiction,47,Anne Tyler                                                                    ,2015,A Spool of Blue Thread                                                                   ,3.4,60334,7715,11
1539,fiction,48,Colson Whitehead                                                              ,2016,The Underground Railroad                                                                 ,4,92096,11045,11
1540,young adult,39,Melissa de la Cruz                                                            ,2007,"Masquerade (Blue Bloods, #2)                                                             ",3.9,79673,2045,18
1541,fantasy,35,Julie Kagawa                                                                  ,2011,"The Iron Queen (The Iron Fey, #3)                                                        ",4.2,85131,4580,10
1542,contemporary,41,Cora Carmack                                                                  ,2012,"Losing It (Losing It, #1)                                                                ",3.8,91275,6615,7 
1543,fiction,87,John Grisham                                                                  ,2012,The Racketeer                                                                            ,3.8,66645,6871,11
1544,fiction,126,J.M. Coetzee                                                                  ,1999,Disgrace                                                                                 ,3.8,62387,4573,11
1545,fiction,146,"A.A. Milne, Ernest H. Shepard                                                 ",1928,"The House at Pooh Corner (Winnie-the-Pooh, #2)                                           ",4.4,71538,866,11
1546,fantasy,42,Brent Weeks                                                                   ,2010,"The Black Prism (Lightbringer, #1)                                                       ",4.2,65873,3022,10
1547,fiction,48,Sue Monk Kidd                                                                 ,2004,The Mermaid Chair                                                                        ,3.1,65696,5910,11
1548,fiction,49,Arnold Lobel                                                                  ,1970,"Frog and Toad Are Friends (Frog and Toad, #1)                                            ",4.2,70705,1010,11
1549,fiction,56,"Lemony Snicket, Brett Helquist                                                ",2002,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)                            ",4,86894,1710,11
1550,young adult,42,Ally Carter                                                                   ,2010,"Heist Society (Heist Society, #1)                                                        ",3.9,78149,4814,18
1551,thriller,62,B.A. Paris                                                                    ,2016,Behind Closed Doors                                                                      ,3.9,102851,12159,28
1552,fiction,64,Michael Shaara                                                                ,1974,"The Killer Angels (The Civil War Trilogy, #2)                                            ",4.3,62781,4020,11
1553,fantasy,51,Laurell K. Hamilton                                                           ,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)                                   ",4.2,80454,1373,10
1554,young adult,70,Jonathan Stroud                                                               ,2006,"Ptolemy's Gate (Bartimaeus, #3)                                                          ",4.2,68833,1783,18
1555,classics,680,H.G. Wells                                                                    ,1896,The Island of Dr. Moreau                                                                 ,3.7,70563,2767,5 
1556,romance,42,Jennifer L. Armentrout                                                        ,2012,"Opal (Lux, #3)                                                                           ",4.3,98068,8330,17
1557,nonfiction,54,Dave Eggers                                                                   ,2008,Zeitoun                                                                                  ,4.1,60136,7088,16
1558,fiction,41,Sharon M. Draper                                                              ,2010,Out of My Mind                                                                           ,4.4,69573,10058,11
1559,young adult,59,Lauren Kate                                                                   ,2012,"Rapture (Fallen, #4)                                                                     ",4,84367,5182,18
1560,fantasy,68,Amanda Hocking                                                                ,2010,"Switched (Trylle, #1)                                                                    ",3.9,80719,6341,10
1561,fiction,330,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley                       ",1957,Doctor Zhivago                                                                           ,4,66174,2162,11
1562,romance,28,Colleen Hoover                                                                ,2015,Confess                                                                                  ,4.2,86860,11682,17
1563,thriller,62,Blake Crouch                                                                  ,2012,"Pines (Wayward Pines, #1)                                                                ",3.9,62057,5356,28
1564,fiction,83,Michael Crichton                                                              ,1994,Disclosure                                                                               ,3.8,60056,710,11
1565,mystery,79,P.D. James                                                                    ,2012,Death Comes to Pemberley                                                                 ,3.2,74781,8645,15
1566,classics,529,Edith Wharton                                                                 ,1911,Ethan Frome                                                                              ,3.4,81757,4204,5 
1567,fiction,30,"Jane Hamilton, Frank  Muller, C.J. Critt                                      ",1992,A Map of the World                                                                       ,3.8,62109,1394,11
1568,romance,19,Colleen Hoover                                                                ,2016,It Ends with Us                                                                          ,4.4,94915,15878,17
1569,classics,2,"O. Henry, Lisbeth Zwerger                                                     ",1905,The Gift of the Magi                                                                     ,4.1,70501,1253,5 
1570,nonfiction,45,Tom Wolfe                                                                     ,1968,The Electric Kool-Aid Acid Test                                                          ,3.9,58254,1529,16
1571,fiction,139,"William S. Burroughs, James Grauerholz, Barry  Miles                          ",1959,Naked Lunch                                                                              ,3.5,61769,2759,11
1572,comics,50,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Ste",1991,Dream Country (The Sandman #3)                                                           ,4.3,73932,1407,6 
1573,fiction,95,John Grisham                                                                  ,2001,A Painted House                                                                          ,3.7,64092,3334,11
1574,science fiction,127,"Ursula K. Le Guin, Lech Jęczmyk                                               ",1969,The Left Hand of Darkness                                                                ,4,72176,4708,25
1575,romance,77,"John Green, Maureen Johnson, Lauren Myracle                                   ",2008,Let It Snow: Three Holiday Romances                                                      ,3.8,76517,7640,17
1576,horror,80,Stephen King                                                                  ,2010,"Full Dark, No Stars                                                                      ",4,69347,5276,31
1577,nonfiction,62,Atul Gawande                                                                  ,2014,Being Mortal: Medicine and What Matters in the End                                       ,4.4,65567,8698,16
1578,thriller,82,Dean Koontz                                                                   ,1987,Intensity                                                                                ,4,61292,2323,28
1579,nonfiction,15,Chelsea Handler                                                               ,2010,Chelsea Chelsea Bang Bang                                                                ,3.8,57939,2918,16
1580,fiction,603,"Henrik Ibsen, Michael   Meyer                                                 ",1879,A Doll's House                                                                           ,3.7,79492,2701,11
1581,fiction,47,James A. Michener                                                             ,1959,Hawaii                                                                                   ,4.2,61648,1287,11
1582,fiction,92,Richard Yates                                                                 ,1961,Revolutionary Road                                                                       ,3.9,64720,5947,11
1583,young adult,34,"Rachel Cohn, David Levithan                                                   ",2006,Nick & Norah's Infinite Playlist                                                         ,3.7,71514,4348,18
1584,fiction,43,"Tom Stoppard, Henry Popkin                                                    ",1966,Rosencrantz and Guildenstern Are Dead                                                    ,4.1,69783,1541,11
1585,young adult,76,Maggie Stiefvater                                                             ,2011,"Forever (The Wolves of Mercy Falls, #3)                                                  ",3.9,91288,7536,18
1586,fiction,88,Alex Garland                                                                  ,1996,The Beach                                                                                ,3.9,57583,2079,11
1587,fiction,36,"Beth Hoffman, Jenna Lamia                                                     ",2010,Saving CeeCee Honeycutt                                                                  ,3.9,66882,7996,11
1588,fantasy,46,Charlaine Harris                                                              ,2012,"Deadlocked (Sookie Stackhouse, #12)                                                      ",3.6,82602,6858,10
1589,horror,93,Stephen King                                                                  ,2002,Everything's Eventual: 14 Dark Tales                                                     ,3.9,67337,1715,31
1590,fiction,51,Beverly Cleary                                                                ,1955,"Beezus and Ramona (Ramona, #1)                                                           ",4,79139,1477,11
1591,fantasy,110,Ursula K. Le Guin                                                             ,1972,"The Farthest Shore (Earthsea Cycle, #3)                                                  ",4.1,70761,1175,10
1592,fiction,78,Michael Crichton                                                              ,1996,Airframe                                                                                 ,3.7,63420,1482,11
1593,fantasy,58,Raymond E. Feist                                                              ,1982,"Magician: Apprentice (The Riftwar Saga, #1)                                              ",4.2,64948,1231,10
1594,romance,58,Jennifer Crusie                                                               ,2004,Bet Me                                                                                   ,4,73479,3203,17
1595,nonfiction,113,Nelson Mandela                                                                ,1994,Long Walk to Freedom                                                                     ,4.3,47921,2585,16
1596,fiction,78,John Grisham                                                                  ,2014,Gray Mountain                                                                            ,3.5,59387,7029,11
1597,fiction,82,Bryce Courtenay                                                               ,1989,"The Power of One (The Power of One, #1)                                                  ",4.3,60575,4581,11
1598,mystery,207,Dashiell Hammett                                                              ,1930,The Maltese Falcon                                                                       ,3.9,67348,3576,15
1599,fiction,45,Kristin Hannah                                                                ,2011,Night Road                                                                               ,4.2,63759,6334,11
1600,thriller,96,Lee Child                                                                     ,1999,"Tripwire  (Jack Reacher, #3)                                                             ",4.1,67495,2692,28
1601,nonfiction,146,Daniel Goleman                                                                ,1995,Emotional Intelligence: Why It Can Matter More Than IQ                                   ,4,53141,1546,16
1602,fantasy,20,Jim Butcher                                                                   ,2010,"Changes (The Dresden Files, #12)                                                         ",4.5,72481,3289,10
1603,classics,78,"Munro Leaf, Robert Lawson                                                     ",1936,The Story of Ferdinand                                                                   ,4.3,72547,1216,5 
1604,young adult,13,Ellen Hopkins                                                                 ,2007,"Impulse (Impulse, #1)                                                                    ",4.3,62005,3125,18
1605,classics,880,Walter Scott                                                                  ,1819,Ivanhoe                                                                                  ,3.8,71368,1780,5 
1606,mystery,43,Janet Evanovich                                                               ,2004,"Ten Big Ones (Stephanie Plum, #10)                                                       ",4.1,80895,1809,15
1607,mystery,115,Michael Connelly                                                              ,1996,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)                                     ",4.2,60785,1912,15
1608,fantasy,39,Kiersten White                                                                ,2010,"Paranormalcy (Paranormalcy, #1)                                                          ",3.9,82832,5783,10
1609,nonfiction,20,Mark Cotta Vaz                                                                ,2010,Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illust,4.4,50375,122,16
1610,fiction,41,Adriana Trigiani                                                              ,2012,The Shoemaker's Wife                                                                     ,4,62046,7329,11
1611,fantasy,47,Brandon Mull                                                                  ,2006,"Rise of the Evening Star (Fablehaven, #2)                                                ",4.2,81742,3381,10
1612,romance,80,"Nora Roberts, MacLeod Andrews                                                 ",2011,"The Next Always (Inn BoonsBoro, #1)                                                      ",4.1,63081,3355,17
1613,nonfiction,120,"Haruki Murakami, Philip Gabriel                                               ",2007,What I Talk About When I Talk About Running                                              ,3.8,61740,6144,16
1614,young adult,39,Jenny Han                                                                     ,2011,"We'll Always Have Summer (Summer, #3)                                                    ",4.2,71387,5139,18
1615,nonfiction,60,"Andre Agassi, J.R. Moehringer                                                 ",2009,Open                                                                                     ,4.2,52701,4781,16
1616,young adult,113,Anthony Horowitz                                                              ,2000,"Stormbreaker (Alex Rider, #1)                                                            ",4,72339,4333,18
1617,thriller,82,"Lee Child, Dick Hill                                                          ",2002,"Without Fail (Jack Reacher, #6)                                                          ",4.2,63467,1787,28
1618,fiction,36,"Francine Rivers, Richard Ferrone                                              ",1993,"A Voice in the Wind (Mark of the Lion, #1)                                               ",4.6,56920,2647,11
1619,fantasy,11,Stephenie Meyer                                                               ,2005,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)                            ",4.3,57789,335,10
1620,fiction,97,Philip K. Dick                                                                ,1977,A Scanner Darkly                                                                         ,4,61544,2181,11
1621,nonfiction,63,Daniel H. Pink                                                                ,2008,Drive: The Surprising Truth About What Motivates Us                                      ,4,59900,3120,16
1622,classics,798,Mark Twain                                                                    ,1889,A Connecticut Yankee in King Arthur's Court                                              ,3.8,75361,2050,5 
1623,comics,36,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings                        ",1997,Batman: The Long Halloween                                                               ,4.3,58640,1670,6 
1624,philosophy,187,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth                             ",1938,Nausea                                                                                   ,3.9,60910,1959,
1625,nonfiction,75,John Eldredge                                                                 ,2001,Wild at Heart: Discovering the Secret of a Man's Soul                                    ,3.9,52613,1581,16
1626,fantasy,12,Brandon Mull                                                                  ,2009,"Secrets of the Dragon Sanctuary (Fablehaven, #4)                                         ",4.3,62571,2700,10
1627,mystery,49,Janet Evanovich                                                               ,2006,"Twelve Sharp (Stephanie Plum, #12)                                                       ",4.1,79373,1971,15
1628,science fiction,12,Hugh Howey                                                                    ,2011,"Wool (Wool, #1)                                                                          ",4.1,59744,3651,25
1629,fantasy,118,Ursula K. Le Guin                                                             ,1970,"The Tombs of Atuan (Earthsea Cycle, #2)                                                  ",4.1,66964,1730,10
1630,fantasy,28,Jim Butcher                                                                   ,2009,"Turn Coat (The Dresden Files, #11)                                                       ",4.5,70082,2144,10
1631,mystery,846,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert                                 ",1890,The Sign of Four                                                                         ,4,72378,3132,15
1632,fiction,34,Jan Brett                                                                     ,1929,The Mitten                                                                               ,4.2,67185,968,11
1633,fantasy,61,Anne Rice                                                                     ,1995,"Memnoch the Devil (The Vampire Chronicles, #5)                                           ",3.7,67388,1373,10
1634,fantasy,69,Michael Scott                                                                 ,2008,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)                           ",4.1,71690,2558,10
1635,fiction,39,"Doreen Cronin, Betsy Lewin                                                    ",1999,"Click, Clack, Moo: Cows That Type                                                        ",4.2,67998,2220,11
1636,fantasy,33,Patricia Briggs                                                               ,2008,"Iron Kissed (Mercy Thompson, #3)                                                         ",4.4,88443,3002,10
1637,young adult,50,Kendare Blake                                                                 ,2011,"Anna Dressed in Blood (Anna, #1)                                                         ",4,78236,8656,18
1638,fantasy,55,"Terry Goodkind, Dick Hill                                                     ",1997,"Temple of the Winds (Sword of Truth, #4)                                                 ",4,62708,835,10
1639,fiction,51,Avi                                                                           ,1990,The True Confessions of Charlotte Doyle                                                  ,3.8,70206,2750,11
1640,fiction,59,Robert Goolrick                                                               ,2009,A Reliable Wife                                                                          ,3.2,68241,9542,11
1641,fantasy,136,Ray Bradbury                                                                  ,1962,"Something Wicked This Way Comes (Green Town, #2)                                         ",4,71886,4526,10
1642,fiction,86,Toni Morrison                                                                 ,1977,Song of Solomon                                                                          ,4,63633,2356,11
1643,fiction,65,Tom Clancy                                                                    ,1986,Red Storm Rising                                                                         ,4.1,58980,842,11
1644,fiction,30,Leif Enger                                                                    ,2001,Peace Like a River                                                                       ,4,61617,6128,11
1645,fiction,61,Chuck Palahniuk                                                               ,2007,Rant                                                                                     ,3.8,52780,2720,11
1646,fiction,44,Orson Scott Card                                                              ,2000,"Shadow of the Hegemon (Ender's Shadow, #2)                                               ",3.9,62261,1402,11
1647,fiction,13,أحمد مراد                                                                     ,2010,تراب الماس                                                                               ,4.1,45608,4027,11
1648,fiction,39,"Janette Sebring Lowrey, Gustaf Tenggren                                       ",1942,The Poky Little Puppy (A Little Golden Book)                                             ,4.1,63754,707,11
1649,fiction,73,Maeve Binchy                                                                  ,1998,Tara Road                                                                                ,3.9,63312,1755,11
1650,classics,148,Jack London                                                                   ,1906,The Call of the Wild/White Fang                                                          ,4.1,63385,483,5 
1651,young adult,41,Tahereh Mafi                                                                  ,2014,"Ignite Me (Shatter Me, #3)                                                               ",4.4,90571,11887,18
1652,young adult,55,Ally Carter                                                                   ,2007,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)                                     ",4.1,73404,3079,18
1653,fantasy,40,Patricia Briggs                                                               ,2007,"Blood Bound (Mercy Thompson, #2)                                                         ",4.3,90510,3154,10
1654,fantasy,19,Jim Butcher                                                                   ,2012,"Cold Days (The Dresden Files, #14)                                                       ",4.5,66009,4146,10
1655,fiction,58,Kate Jacobs                                                                   ,2006,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)                          ",3.4,65065,8046,11
1656,nonfiction,53,James Herriot                                                                 ,1973,All Things Bright and Beautiful (All Creatures Great and Small)                          ,4.3,59698,742,16
1657,fiction,56,David Foster Wallace                                                          ,1996,Infinite Jest                                                                            ,4.3,56737,7051,11
1658,romance,53,Emma Chase                                                                    ,2013,"Tangled (Tangled, #1)                                                                    ",4.1,90224,8633,17
1659,science fiction,162,John Wyndham                                                                  ,1951,The Day of the Triffids                                                                  ,4,65796,2372,25
1660,fiction,66,"Patrick deWitt, Marcelo Barbão                                                ",2011,The Sisters Brothers                                                                     ,3.8,59547,7002,11
1661,fiction,40,Shilpi Somaya Gowda                                                           ,2010,Secret Daughter                                                                          ,4,58998,4904,11
1662,fiction,183,"Roald Dahl, Quentin Blake                                                     ",1970,Fantastic Mr. Fox                                                                        ,4,75149,2813,11
1663,fiction,139,"Paulo Coelho, Montserrat Mira                                                 ",1990,Brida                                                                                    ,3.5,54117,2675,11
1664,nonfiction,340,Virginia Woolf                                                                ,1929,A Room of One's Own                                                                      ,4.1,71968,3573,16
1665,fantasy,41,Brandon Sanderson                                                             ,2009,"Warbreaker (Warbreaker, #1)                                                              ",4.2,65488,4548,10
1666,poetry,656,"William Shakespeare, Katherine Duncan-Jones                                   ",1592,Shakespeare's Sonnets                                                                    ,4.2,63657,755,21
1667,young adult,31,Sarah Dessen                                                                  ,2011,What Happened to Goodbye                                                                 ,4,72976,4082,18
1668,fantasy,48,Leigh Bardugo                                                                 ,2015,"Six of Crows (Six of Crows, #1)                                                          ",4.5,101264,17068,10
1669,young adult,35,Maureen Johnson                                                               ,2005,"13 Little Blue Envelopes (Little Blue Envelope, #1)                                      ",3.6,70828,4329,18
1670,nonfiction,35,"Ron Hall, Denver Moore, Lynn Vincent                                          ",2005,Same Kind of Different as Me                                                             ,4.2,58121,6412,16
1671,fantasy,51,Rainbow Rowell                                                                ,2015,Carry On                                                                                 ,4.2,87797,14621,10
1672,nonfiction,42,Tracy Kidder                                                                  ,2003,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World ",4.2,55178,4220,16
1673,romance,38,Jodi Ellen Malpas                                                             ,2013,"Beneath This Man (This Man, #2)                                                          ",4.3,74457,3703,17
1674,fantasy,1,Mark  Lawrence                                                                ,2011,"Prince of Thorns (The Broken Empire, #1)                                                 ",3.9,63562,4673,10
1675,fiction,18,Jane Hamilton                                                                 ,1988,The Book of Ruth                                                                         ,3.8,57244,1139,11
1676,fiction,92,Kurt Vonnegut Jr.                                                             ,1985,Galápagos                                                                                ,3.9,54131,2134,11
1677,fiction,92,Michael Crichton                                                              ,2006,Next                                                                                     ,3.5,56632,2686,11
1678,young adult,53,Nancy Farmer                                                                  ,2002,"The House of the Scorpion (Matteo Alacran, #1)                                           ",4.1,65219,5419,18
1679,classics,624,Walt Whitman                                                                  ,1855,Leaves of Grass                                                                          ,4.1,65305,1671,5 
1680,romance,76,Nora Roberts                                                                  ,2004,"Blue Dahlia (In the Garden, #1)                                                          ",4.1,60144,1185,17
1681,classics,672,"D.H. Lawrence, Doris Lessing, Chester Brown                                   ",1928,Lady Chatterley's Lover                                                                  ,3.5,75707,3780,5 
1682,fantasy,44,Lev Grossman                                                                  ,2011,"The Magician King (The Magicians, #2)                                                    ",3.9,63664,5446,10
1683,business,44,Michael   Lewis                                                               ,1989,Liar's Poker                                                                             ,4.2,53700,1678,4 
1684,business,187,George S. Clason                                                              ,1926,The Richest Man in Babylon                                                               ,4.2,55675,2524,4 
1685,fiction,55,Jodi Picoult                                                                  ,2001,Salem Falls                                                                              ,3.8,62434,2992,11
1686,fantasy,25,"David Eddings, Leigh Eddings                                                  ",1995,Belgarath the Sorcerer                                                                   ,4.1,61087,354,10
1687,science fiction,18,Frank Herbert                                                                 ,1977,The Great Dune Trilogy                                                                   ,4.3,52082,165,25
1688,fiction,49,"Elizabeth Strout, Goran Skrobonja                                             ",2016,My Name Is Lucy Barton                                                                   ,3.5,65707,8732,11
1689,fiction,74,Sarah Addison Allen                                                           ,2007,"Garden Spells (Waverley Family, #1)                                                      ",4.1,71577,8745,11
1690,fantasy,25,Jim Butcher                                                                   ,2011,"Ghost Story (The Dresden Files,  #13)                                                    ",4.2,66787,3654,10
1691,nonfiction,660,Frederick Douglass                                                            ,1845,Narrative of the Life of Frederick Douglass                                              ,4,65135,2762,16
1692,nonfiction,62,"Greg Behrendt, Liz Tuccillo                                                   ",2004,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys                  ,3.6,55865,3216,16
1693,fantasy,67,David Eddings                                                                 ,1982,"Pawn of Prophecy (The Belgariad, #1)                                                     ",4.2,74133,2210,10
1694,mystery,43,Janet Evanovich                                                               ,2007,"Lean Mean Thirteen (Stephanie Plum, #13)                                                 ",4.1,77820,2214,15
1695,classics,227,"Rudyard Kipling, Alev Lytle Croutier                                          ",1895,The Jungle Books                                                                         ,4,70981,854,5 
1696,fantasy,55,Rachel Caine                                                                  ,2006,"Glass Houses (The Morganville Vampires, #1)                                              ",3.9,82220,4316,10
1697,nonfiction,54,"John Eldredge, Stasi Eldredge                                                 ",2004,Captivating: Unveiling the Mystery of a Woman's Soul                                     ,3.9,52397,1777,16
1698,fantasy,20,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King              ",2007,The Dark Tower: The Gunslinger Born                                                      ,4.2,61405,832,10
1699,fiction,60,Kate Morton                                                                   ,2015,The Lake House                                                                           ,4,62987,7964,11
1700,fiction,58,Ruth Ozeki                                                                    ,2013,A Tale for the Time Being                                                                ,4,59311,8242,11
1701,nonfiction,30,Tucker Max                                                                    ,2006,"I Hope They Serve Beer in Hell (Tucker Max, #1)                                          ",3.5,49692,4292,16
1702,romance,29,"Jay Crownover, Charlotte Connan de vries                                      ",2012,"Rule (Marked Men, #1)                                                                    ",4.2,83965,5399,17
1703,fiction,129,"Haruki Murakami, Philip Gabriel                                               ",1992,"South of the Border, West of the Sun                                                     ",3.9,60117,3401,11
1704,fiction,103,Kurt Vonnegut Jr.                                                             ,1961,Mother Night                                                                             ,4.2,57090,2195,11
1705,nonfiction,114,Robert B. Cialdini                                                            ,1984,Influence: The Psychology of Persuasion                                                  ,4.2,52797,1980,16
1706,fiction,75,"Edgar Allan Poe, Stephen Marlowe                                              ",1960,The Fall of the House of Usher and Other Tales                                           ,4.1,58151,304,11
1707,fiction,61,Louise Fitzhugh                                                               ,1964,Harriet the Spy (Harriet the Spy #1)                                                     ,4,79970,1980,11
1708,fiction,54,Sarah Waters                                                                  ,2014,The Paying Guests                                                                        ,3.4,55079,7091,11
1709,horror,67,Dean Koontz                                                                   ,2005,"Forever Odd (Odd Thomas, #2)                                                             ",4,59864,2419,31
1710,nonfiction,80,Bill Bryson                                                                   ,2010,At Home: A Short History of Private Life                                                 ,4,61053,5259,16
1711,fiction,76,Marian Keyes                                                                  ,2000,Sushi for Beginners                                                                      ,3.7,57897,1237,11
1712,mystery,73,Louise Penny                                                                  ,2005,"Still Life (Chief Inspector Armand Gamache, #1)                                          ",3.9,70558,7161,15
1713,fiction,65,Marian Keyes                                                                  ,1995,"Watermelon (Walsh Family, #1)                                                            ",3.8,59134,1427,11
1714,fiction,66,Amy Tan                                                                       ,1991,The Kitchen God's Wife                                                                   ,4,62180,1750,11
1715,horror,97,John Ajvide Lindqvist                                                         ,2004,Let the Right One In                                                                     ,4.1,65813,4814,31
1716,young adult,59,Pittacus Lore                                                                 ,2012,"The Rise of Nine (Lorien Legacies, #3)                                                   ",4.2,75861,4207,18
1717,classics,12,"Edgar Allan Poe, Benjamin F. Fisher                                           ",1849,Essential Tales and Poems                                                                ,4.3,60696,87,5 
1718,young adult,77,Ann Brashares                                                                 ,2003,"The Second Summer of the Sisterhood (Sisterhood, #2)                                     ",3.8,77713,2169,18
1719,horror,77,Dean Koontz                                                                   ,1983,Phantoms                                                                                 ,3.9,58299,1005,31
1720,contemporary,35,Morgan Matson                                                                 ,2010,Amy & Roger's Epic Detour                                                                ,4,71650,7453,7 
1721,nonfiction,134,Oswald Chambers                                                               ,1926,My Utmost for His Highest                                                                ,4.4,50738,652,16
1722,fantasy,100,Terry Pratchett                                                               ,2003,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)                                    ",4.2,71650,3084,10
1723,historical,39,Diana Gabaldon                                                                ,2014,"Written in My Own Heart's Blood (Outlander, #8)                                          ",4.5,62767,5617,12
1724,young adult,53,Andrea Cremer                                                                 ,2010,Nightshade (Nightshade #1; Nightshade World #4)                                          ,4,73076,4916,18
1725,classics,3296,"Lewis Carroll, John Tenniel                                                   ",1865,Alice's Adventures in Wonderland                                                         ,4,85031,5047,5 
1726,fantasy,71,Cornelia Funke                                                                ,1997,"Dragon Rider (Dragon Rider, #1)                                                          ",3.9,65811,2077,10
1727,fantasy,82,Douglas Adams                                                                 ,1988,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)                                     ",4,63769,1458,10
1728,fantasy,41,Naomi Novik                                                                   ,2015,Uprooted                                                                                 ,4.1,76771,12808,10
1729,science fiction,35,Neal Stephenson                                                               ,2015,Seveneves                                                                                ,4,56787,7338,25
1730,science fiction,37,Ernest Cline                                                                  ,2015,Armada                                                                                   ,3.5,59061,9359,25
1731,fantasy,37,Peter V. Brett                                                                ,2010,"The Desert Spear (Demon Cycle, #2)                                                       ",4.2,58608,1927,10
1732,mystery,149,Agatha Christie                                                               ,1924,The Man in the Brown Suit                                                                ,4,58728,1072,15
1733,fiction,100,John Grisham                                                                  ,2002,The Summons                                                                              ,3.7,56634,1569,11
