book_id,tag_name,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id
8309,classics,17,August Wilson                                                                 ,1986,Fences (The Century Cycle #6)                                                            ,3.8,12834,882,5 
8310,nonfiction,28,Richard Wurmbrand                                                             ,1940,Tortured for Christ N/E                                                                  ,4.3,10292,389,16
8311,fiction,8,Lynda Cohen Loigman                                                           ,2016,The Two-Family House                                                                     ,3.9,13320,1695,11
8312,nonfiction,52,C.S. Lewis                                                                    ,1947,Miracles                                                                                 ,4.1,11594,456,16
8313,nonfiction,30,"Daniel Coyle, John Farrell                                                    ",2009,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just Abou",4.1,12043,946,16
8314,mystery,28,Elizabeth Little                                                              ,2014,Dear Daughter                                                                            ,3.4,11822,1452,15
8315,fantasy,5,Carrie Anne Noble                                                             ,2015,The Mermaid's Sister                                                                     ,3.6,11664,1432,10
8316,fiction,75,P.G. Wodehouse                                                                ,1923,"The Inimitable Jeeves (Jeeves, #2)                                                       ",4.3,14210,811,11
8317,fantasy,36,"Margaret Weis, Tracy Hickman                                                  ",1995,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2)                         ",3.8,13074,163,10
8318,fiction,64,Tom Rob Smith                                                                 ,2009,"The Secret Speech (Leo Demidov, #2)                                                      ",3.8,12967,1238,11
8319,fiction,27,Carl Hiaasen                                                                  ,2010,"Star Island (Skink, #6)                                                                  ",3.4,14044,1920,11
8320,fantasy,44,China Miéville                                                                ,2007,Un Lun Dun                                                                               ,3.8,15493,1672,10
8321,manga,28,"Tsugumi Ohba, Takeshi Obata                                                   ",2005,"Death Note, Vol. 5: Whiteout (Death Note, #5)                                            ",4.3,16312,463,20
8322,mystery,37,Richard Castle                                                                ,2011,"Heat Rises (Nikki Heat, #3)                                                              ",3.9,15087,1296,15
8323,nonfiction,26,David Simon                                                                   ,1991,Homicide: A Year on the Killing Streets                                                  ,4.4,12035,932,16
8324,fiction,32,"Benedict Freedman, Nancy Freedman                                             ",1947,"Mrs. Mike (Mrs. Mike, #1)                                                                ",4.1,14364,1756,11
8325,nonfiction,13,Connor Franta                                                                 ,2015,A Work in Progress                                                                       ,4.4,14823,1795,16
8326,fiction,22,Rene Denfeld                                                                  ,2014,The Enchanted                                                                            ,4,13413,2636,11
8327,fantasy,49,Paul  Hoffman                                                                 ,2010,"The Left Hand of God (The Left Hand of God, #1)                                          ",3.7,13367,1089,10
8328,contemporary,31,Katie Cotugno                                                                 ,2013,How to Love                                                                              ,3.7,13848,1936,7 
8329,nonfiction,22,Adam Gopnik                                                                   ,2000,Paris to the Moon                                                                        ,3.8,11607,959,16
8330,young adult,40,Jenny Downham                                                                 ,2010,You Against Me                                                                           ,3.7,16478,1397,18
8331,fiction,17,Ann M. Martin                                                                 ,2005,A Dog's Life: The Autobiography of a Stray                                               ,4.2,12615,1162,11
8332,fantasy,17,Tamora Pierce                                                                 ,2005,"The Will of the Empress (Circle Reforged, #1)                                            ",4.2,17589,455,10
8333,nonfiction,32,"Tyler Hamilton, Daniel Coyle                                                  ",2012,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Wi",4.3,10423,1102,16
8334,fiction,127,Ian Fleming                                                                   ,1958,"Doctor No (James Bond, #6)                                                               ",3.8,13460,686,11
8335,mystery,70,"Isabel Allende, Oliver Brock, Frank Wynne                                     ",2013,Ripper                                                                                   ,3.2,12129,1950,15
8336,classic,43,Samad Behrangi                                                                ,1965,ماهی سیاه کوچولو                                                                         ,4.1,8080,395,5 
8337,fiction,50,Robertson Davies                                                              ,1970,Fifth Business                                                                           ,4,13578,827,11
8338,cookbooks,8,"Alan    Richardson, Karen Tack                                                ",2008,"Hello, Cupcake                                                                           ",4,10704,211,8 
8339,fantasy,12,Larry Correia                                                                 ,2010,"Monster Hunter Vendetta (Monster Hunter International, #2)                               ",4.2,13379,584,10
8340,fiction,78,Maeve Binchy                                                                  ,2004,Nights of Rain and Stars                                                                 ,3.7,14137,1015,11
8341,fiction,25,Lincoln Peirce                                                                ,2009,"Big Nate on a Roll (Big Nate Novels, #3)                                                 ",4.3,10340,386,11
8342,romance,27,Catherine Bybee                                                               ,2011,"Wife by Wednesday (The Weekday Brides, #1)                                               ",3.8,16368,1174,17
8343,mystery,8,"Dick Riley, Pam McAllister, Bruce Cassiday                                    ",1979,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie                       ",4.2,10405,25,15
8344,romance,8,L.A. Casey                                                                    ,2014,"Dominic (Slater Brothers, #1)                                                            ",4.1,20084,1692,17
8345,romance,24,Kresley Cole                                                                  ,2012,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)                              ",4.3,19916,1410,17
8346,memoir,13,Kelly Corrigan                                                                ,2014,Glitter and Glue                                                                         ,3.8,11987,1722,14
8347,nonfiction,83,"Walter Lord, Nathaniel Philbrick                                              ",1955,A Night to Remember                                                                      ,4,13544,983,16
8348,fiction,25,Brady Udall                                                                   ,2010,The Lonely Polygamist                                                                    ,3.5,13769,2499,11
8349,fiction,30,Carl Hiaasen                                                                  ,1995,Stormy Weather                                                                           ,3.9,12735,698,11
8350,fiction,32,"Richard Russo, Arthur Morey                                                   ",2009,That Old Cape Magic                                                                      ,3.3,14461,2177,11
8351,romance,17,Maya Banks                                                                    ,2010,"The Darkest Hour (KGI, #1)                                                               ",4.2,21205,1329,17
8352,fiction,36,Donald Ray Pollock                                                            ,2011,The Devil All the Time                                                                   ,4.1,11252,1703,11
8353,nonfiction,75,Saroo Brierley                                                                ,2013,A Long Way Home                                                                          ,4.1,23718,2348,16
8354,fantasy,41,Erin Hunter                                                                   ,2006,"Twilight (Warriors: The New Prophecy, #5)                                                ",4.3,16704,361,10
8355,biography,100,Orhan Pamuk                                                                   ,2003,Istanbul: Memories and the City                                                          ,3.8,12130,1192,3 
8356,fiction,20,"Clare Naylor, Mimi Hare                                                       ",2004,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder                     ,3.5,11515,281,11
8357,classics,311,"Charles Dickens, Patricia Ingham, Hablot Knight Browne                        ",1844,Martin Chuzzlewit                                                                        ,3.8,12637,424,5 
8358,young adult,42,John Marsden                                                                  ,1996,"Darkness, Be My Friend (Tomorrow, #4)                                                    ",4.1,13894,330,18
8359,horror,7,Stephen King                                                                  ,2009,UR                                                                                       ,3.6,13884,1110,31
8360,fiction,37,James A. Michener                                                             ,1947,Tales of the South Pacific                                                               ,4,12254,309,11
8361,fiction,64,V.S. Naipaul                                                                  ,1979,A Bend in the River                                                                      ,3.8,12220,677,11
8362,nonfiction,16,Matthew Desmond                                                               ,2016,Evicted: Poverty and Profit in the American City                                         ,4.5,17326,3019,16
8363,fantasy,13,Sarah J. Maas                                                                 ,2012,"The Assassin and the Empire (Throne of Glass, #0.5)                                      ",4.4,17997,1221,10
8364,romance,11,Abbi Glines                                                                   ,2013,"Misbehaving (Sea Breeze, #6)                                                             ",4.2,19439,1151,17
8365,fantasy,21,Genevieve Cogman                                                              ,2015,"The Invisible Library (The Invisible Library, #1)                                        ",3.7,16812,2831,10
8366,fiction,42,Anne Tyler                                                                    ,1991,Saint Maybe                                                                              ,3.9,13968,612,11
8367,comics,33,"Marjane Satrapi, Anjali Singh                                                 ",2006,Embroideries                                                                             ,3.8,14410,1312,6 
8368,mystery,13,Mary Downing Hahn                                                             ,2007,Deep and Dark and Dangerous (A Ghost Story)                                              ,4.2,13605,1649,15
8369,nonfiction,19,"Melissa Anelli, J.K. Rowling                                                  ",2008,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Pot",4.1,12528,652,16
8370,fiction,35,Francisco X. Stork                                                            ,2008,Marcelo in the Real World                                                                ,4,15701,2487,11
8371,horror,25,Stephen King                                                                  ,1996,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix                                ",4.5,13446,141,31
8372,romance,3,Tere Liye                                                                     ,2010,Daun Yang Jatuh Tak Pernah Membenci Angin                                                ,4,10001,863,17
8373,fantasy,34,Brandon Sanderson                                                             ,2007,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)                                       ",3.9,15374,2393,10
8374,comics,14,Jeffrey Brown                                                                 ,2012,Darth Vader and Son                                                                      ,4.1,15307,1326,6 
8375,science,24,Daniel C. Dennett                                                             ,1995,Darwin's Dangerous Idea: Evolution and the Meanings of Life                              ,4,11292,222,24
8376,fantasy,52,Andrzej Sapkowski                                                             ,1999,"Pani Jeziora (Saga o Wiedźminie, #7)                                                     ",4.3,13993,403,10
8377,mystery,32,C.J. Box                                                                      ,2001,"Open Season (Joe Pickett, #1)                                                            ",3.9,13377,1220,15
8378,fantasy,18,Shannon Hale                                                                  ,2012,"Palace of Stone (Princess Academy, #2)                                                   ",4,16889,2173,10
8379,fiction,52,Jill Alexander Essbaum                                                        ,2015,Hausfrau                                                                                 ,3.2,11842,2270,11
8380,fiction,10,Amanda Brown                                                                  ,2001,Legally Blonde                                                                           ,3.7,11320,189,11
8381,fantasy,28,Susan Dennard                                                                 ,2016,"Truthwitch (The Witchlands, #1)                                                          ",3.9,20666,4273,10
8382,history,40,Gavin Menzies                                                                 ,2002,1421: The Year China Discovered America                                                  ,3.6,10971,906,12
8383,comics,7,"Hope Larson, Madeleine L'Engle                                                ",2012,A Wrinkle in Time: The Graphic Novel                                                     ,4,12650,1265,6 
8384,fiction,37,Nora Ephron                                                                   ,1983,Heartburn                                                                                ,3.6,14448,1869,11
8385,fiction,50,Liza Klaussmann                                                               ,2012,Tigers in Red Weather                                                                    ,3.4,12882,1781,11
8386,fiction,90,Ken Follett                                                                   ,2002,Hornet Flight                                                                            ,3.8,13379,652,11
8387,mystery,93,"Henning Mankell, Laurie Thompson                                              ",1993,"The White Lioness (Kurt Wallander, #3)                                                   ",3.8,13705,888,15
8388,fantasy,30,"Margaret Weis, Tracy Hickman                                                  ",1990,"Elven Star (The Death Gate Cycle, #2)                                                    ",4,14623,222,10
8389,fiction,20,Sherman Alexie                                                                ,2007,Flight                                                                                   ,3.9,12429,1894,11
8390,philosophy,62,"Ludwig Wittgenstein, G.E.M. Anscombe                                          ",1953,Philosophical Investigations                                                             ,4.2,10085,224,
8391,young adult,18,Carrie Jones                                                                  ,2012,"Endure (Need, #4)                                                                        ",4.1,16676,1061,18
8392,romance,16,Claire Contreras                                                              ,2015,"Kaleidoscope Hearts (Hearts, #1)                                                         ",4.1,19275,2231,17
8393,fiction,60,Bernard Cornwell                                                              ,1996,"Enemy of God (The Warlord Chronicles, #2)                                                ",4.4,12740,448,11
8394,romance,9,Harper Sloan                                                                  ,2013,"Cage (Corps Security, #2)                                                                ",4.3,24732,1901,17
8395,romance,10,Tarryn Fisher                                                                 ,2014,Mud Vein                                                                                 ,4.1,16961,3439,17
8396,humor,8,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, ",1998,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News So,4.2,11198,123,13
8397,thriller,35,James Rollins                                                                 ,2003,Ice Hunt                                                                                 ,4,13347,453,28
8398,fantasy,17,Laurell K. Hamilton                                                           ,2006,"Strange Candy (Anita Blake, Vampire Hunter #0.5)                                         ",3.7,15035,311,10
8399,fiction,60,Jeffrey Archer                                                                ,1983,First Among Equals                                                                       ,3.9,11940,265,11
8400,science,63,Stephen Hawking                                                               ,1993,Black Holes and Baby Universes                                                           ,4.1,10127,228,24
8401,fantasy,21,Stephen R. Donaldson                                                          ,1977,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the ",3.8,12330,278,10
8402,romance,24,Nalini Singh                                                                  ,2011,"Archangel's Blade (Guild Hunter, #4)                                                     ",4.3,23303,1555,17
8403,philosophy,83,Will Durant                                                                   ,1926,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers     ,4.1,10289,631,
8404,nonfiction,37,Elaine Pagels                                                                 ,1979,The Gnostic Gospels                                                                      ,3.9,11785,504,16
8405,fiction,54,Jonathan Tropper                                                              ,2007,How to Talk to a Widower                                                                 ,4,12018,1291,11
8406,science fiction,276,Edgar Rice Burroughs                                                          ,1913,"The Gods of Mars (Barsoom, #2)                                                           ",3.9,13244,765,25
8407,thriller,32,"Vince Flynn, Kyle Mills, Armand Schultz                                       ",2015,"The Survivor (Mitch Rapp, #14)                                                           ",4.2,12140,925,28
8408,romance,24,Nalini Singh                                                                  ,2011,Kiss of Snow (Psy-Changeling #10)                                                        ,4.5,22212,1589,17
8409,fiction,17,Roxane Gay                                                                    ,2014,An Untamed State                                                                         ,4,12037,2219,11
8410,fiction,38,Tim Winton                                                                    ,2008,Breath                                                                                   ,3.8,11357,1047,11
8411,psychology,6,American Psychiatric Association                                              ,1952,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR                          ,3.9,10155,219,
8412,mystery,40,Laurie R. King                                                                ,1995,"A Monstrous Regiment of Women (Mary Russell, #2)                                         ",4,18005,1397,15
8413,fantasy,38,Orson Scott Card                                                              ,1995,"Alvin Journeyman (Tales of Alvin Maker, #4)                                              ",3.7,13787,246,10
8414,historical,28,Elizabeth Wein                                                                ,2013,"Rose Under Fire (Code Name Verity, #2)                                                   ",4.1,15064,2573,12
8415,manga,16,"Kiyohiko Azuma, あずま きよひこ                                                      ",2003,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)                                                        ",4.3,13443,618,20
8416,nonfiction,59,"Black Elk, John G. Neihardt                                                   ",1932,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux                 ,4.1,10942,514,16
8417,nonfiction,46,Ben Mezrich                                                                   ,2009,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and B",3.5,11768,1443,16
8418,mystery,59,Jeffery Deaver                                                                ,2007,"The Sleeping Doll (Kathryn Dance, #1)                                                    ",3.9,13826,857,15
8419,romance,28,Christine Feehan                                                              ,2002,"Dark Legend (Dark, #8)                                                                   ",4.3,17255,312,17
8420,comics,24,"Jeph Loeb, Jim Lee, Scott Williams                                            ",2002,"Batman: Hush, Vol. 1                                                                     ",4.1,32057,273,6 
8421,thriller,30,Heather Gudenkauf                                                             ,2012,One Breath Away                                                                          ,4,14331,1943,28
8422,mystery,48,Greg Iles                                                                     ,2009,The Devil's Punchbowl                                                                    ,4,13052,1036,15
8423,young adult,14,Sara Ryan                                                                     ,2001,"Empress of the World (Battle Hall Davies, #1)                                            ",3.7,11263,431,18
8424,fantasy,9,Jim Butcher                                                                   ,2008,"Welcome to the Jungle (The Dresden Files, #0.5)                                          ",4.1,13973,497,10
8425,fiction,37,Connie Willis                                                                 ,2010,"Blackout (All Clear, #1)                                                                 ",3.8,16704,2723,11
8426,romance,11,Bella Forrest                                                                 ,2013,"A Blaze of Sun (A Shade of Vampire, #5)                                                  ",4.2,14066,498,17
8427,fiction,15,Alice Hoffman                                                                 ,2011,The Red Garden                                                                           ,3.7,15299,2206,11
8428,fiction,25,Jean de Brunhoff                                                              ,1933,Babar the King                                                                           ,4.2,14385,39,11
8429,fiction,14,Gordon Korman                                                                 ,2012,Ungifted                                                                                 ,4,12727,1703,11
8430,humor,18,Michael Frayn                                                                 ,1982,Noises Off                                                                               ,4.2,12897,158,13
8431,mystery,55,Harlan Coben                                                                  ,1999,The Final Detail (Myron Bolitar #6)                                                      ,4,14482,628,15
8432,science fiction,34,Dan Simmons                                                                   ,2005,"Olympos (Ilium, #2)                                                                      ",3.9,12698,479,25
8433,nonfiction,31,Tom Standage                                                                  ,2005,A History of the World in 6 Glasses                                                      ,3.7,12688,1583,16
8434,fiction,8,Karen   White                                                                 ,2015,The Sound of Glass                                                                       ,4,11571,1615,11
8435,fiction,37,Robert Hicks                                                                  ,2005,The Widow of the South                                                                   ,3.8,13242,1476,11
8436,romance,17,Jennifer L. Armentrout                                                        ,2013,Obsession                                                                                ,4.2,20471,2196,17
8437,fiction,14,"Randy Alcorn, Alex Kendrick, Stephen Kendrick                                 ",2011,Courageous                                                                               ,4.5,10136,363,11
8438,fantasy,50,"Kate DiCamillo, Yoko Tanaka                                                   ",2009,The Magician's Elephant                                                                  ,3.8,16108,2735,10
8439,fiction,44,Anne Tyler                                                                    ,2001,Back When We Were Grownups                                                               ,3.5,14632,1237,11
8440,classics,81,James Joyce                                                                   ,1914,The Dead                                                                                 ,4.1,12015,481,5 
8441,fiction,7,"محمد المنسي قنديل, Mohamed Mansi Qandil                                       ",2004,قمر على سمرقند                                                                           ,3.9,9977,1644,11
8442,romance,8,Aleatha Romig                                                                 ,2013,"Convicted (Consequences, #3)                                                             ",4.4,18224,2226,17
8443,young adult,29,Bree Despain                                                                  ,2010,"The Lost Saint (The Dark Divine, #2)                                                     ",4,15712,1006,18
8444,fiction,49,Dean Koontz                                                                   ,2009,Relentless                                                                               ,3.7,13662,1223,11
8445,fiction,46,Stephen R. Lawhead                                                            ,1987,"Taliesin (The Pendragon Cycle, #1)                                                       ",4,13534,513,11
8446,fiction,32,Carl Hiaasen                                                                  ,2002,Basket Case                                                                              ,3.8,13127,763,11
8447,horror,3,حسن كمال                                                                      ,2013,المرحوم                                                                                  ,3.5,9020,1250,31
8448,science fiction,33,Orson Scott Card                                                              ,1992,"The Memory of Earth (Homecoming, #1)                                                     ",3.6,13657,497,25
8449,fiction,11,Dolen Perkins-Valdez                                                          ,2009,Wench                                                                                    ,3.7,13820,1935,11
8450,fantasy,25,Karen Chance                                                                  ,2009,"Curse the Dawn (Cassandra Palmer, #4)                                                    ",4.2,18785,491,10
8451,nonfiction,35,Beth Moore                                                                    ,2000,Praying God's Word: Breaking Free From Spiritual Strongholds                             ,4.5,10391,168,16
8452,fiction,43,Michael Ondaatje                                                              ,1987,In the Skin of a Lion                                                                    ,3.9,12433,762,11
8453,fiction,10,Jodi Picoult                                                                  ,2014,Where There's Smoke                                                                      ,3.6,12720,1006,11
8454,biography,53,"Jack Welch, John A. Byrne, Mike Barnicle                                      ",2001,Jack: Straight from the Gut                                                              ,3.8,10614,304,3 
8455,poetry,16,Shel Silverstein                                                              ,1981,The Missing Piece Meets the Big O                                                        ,4.3,10135,458,21
8456,fiction,85,"Milan Kundera, Aaron Asher                                                    ",1969,Life is Elsewhere                                                                        ,4,11199,544,11
8457,fiction,36,Anna Quindlen                                                                 ,2002,Blessings                                                                                ,3.6,13787,1304,11
8458,romance,20,Gena Showalter                                                                ,2012,"Wicked Nights (Angels of the Dark, #1)                                                   ",4.1,19576,1385,17
8459,fantasy,9,Pittacus Lore                                                                 ,2011,"Six's Legacy (Lorien Legacies: The Lost Files, #1)                                       ",4.1,14442,551,10
8460,fantasy,19,Mercedes Lackey                                                               ,1990,Magic's Promise (Valdemar: Last Herald-Mage #2)                                          ,4.2,17013,238,10
8461,mystery,16,Lisa Scottoline                                                               ,2016,Most Wanted                                                                              ,3.6,12358,1657,15
8462,young adult,23,Meg Cabot                                                                     ,2012,"Underworld (Abandon, #2)                                                                 ",3.9,19639,1391,18
8463,nonfiction,8,Mark Bittman                                                                  ,2008,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes                      ,4,10658,689,16
8464,fiction,53,Rosamunde Pilcher                                                             ,1995,Coming Home                                                                              ,4.3,13172,714,11
8465,fiction,34,"Tim LaHaye, Jerry B. Jenkins                                                  ",2004,"Glorious Appearing: The End of Days (Left Behind, #12)                                   ",4,12340,387,11
8466,poetry,2,خالد الباتلي                                                                  ,2010,ليتها تقرأ                                                                               ,3,9829,1427,21
8467,mystery,23,John Sandford                                                                 ,2013,"Silken Prey (Lucas Davenport, #23)                                                       ",4.2,13640,1263,15
8468,mystery,17,John Sandford                                                                 ,2012,"Mad River (Virgil Flowers, #6)                                                           ",4.2,13819,1058,15
8469,fiction,48,Anita Brookner                                                                ,1984,Hotel du Lac                                                                             ,3.6,12114,720,11
8470,fiction,32,Pat Barker                                                                    ,1995,"The Ghost Road (Regeneration, #3)                                                        ",4.1,12609,425,11
8471,fiction,344,Mark Twain                                                                    ,1893,Pudd'nhead Wilson                                                                        ,3.7,13549,854,11
8472,philosophy,201,"Aristotle, Joe Sachs                                                          ",-330,Metaphysics                                                                              ,4,10645,129,
8473,young adult,25,Emily Murdoch                                                                 ,2013,If You Find Me                                                                           ,4.1,15455,2662,18
8474,fiction,26,Carl Hiaasen                                                                  ,1991,"Native Tongue (Skink, #2)                                                                ",3.9,11782,503,11
8475,fiction,17,Sandra Dallas                                                                 ,1995,The Persian Pickle Club                                                                  ,3.8,14297,1919,11
8476,young adult,27,Rachel Vincent                                                                ,2009,"My Soul to Save (Soul Screamers, #2)                                                     ",4,19280,1110,18
8478,fiction,21,"Cynthia Rylant, Stephen Gammell                                               ",1985,The Relatives Came                                                                       ,4.2,13252,527,11
8479,fiction,40,Siri Hustvedt                                                                 ,2002,What I Loved                                                                             ,4,11472,988,11
8480,fiction,2,Andrea Hirata                                                                 ,2008,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)                      ",3.6,8407,640,11
8481,young adult,9,Ellen Hopkins                                                                 ,2012,Tilt                                                                                     ,4.2,12729,986,18
8482,fantasy,25,Todd J. McCaffrey                                                             ,2008,"Dragonheart (Pern, #21)                                                                  ",4.1,11869,169,10
8483,romance,14,J.C. Reed                                                                     ,2013,"Conquer Your Love (Surrender Your Love, #2)                                              ",4,19051,831,17
8484,fantasy,27,Brian Jacques                                                                 ,1996,"Pearls of Lutra (Redwall, #9)                                                            ",4,16306,174,10
8485,nonfiction,71,"Ken Robinson, Lou Aronica                                                     ",2009,The Element: How Finding Your Passion Changes Everything                                 ,3.9,11124,1216,16
8486,fiction,22,Geraldine Brooks                                                              ,2015,The Secret Chord                                                                         ,3.5,11156,2139,11
8487,fantasy,10,Rick Riordan                                                                  ,2014,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2)                      ,4.3,15756,790,10
8488,romance,18,Amy Harmon                                                                    ,2013,A Different Blue                                                                         ,4.2,19902,2546,17
8489,fiction,13,Chuck Klosterman                                                              ,2008,Downtown Owl                                                                             ,3.5,10394,1052,11
8490,science fiction,29,William C. Dietz                                                              ,2003,Halo: The Flood                                                                          ,3.7,10516,432,25
8491,fantasy,34,Terry Brooks                                                                  ,2001,"Antrax (Voyage of the Jerle Shannara, #2)                                                ",3.9,13617,155,10
8492,poetry,10,Billy Collins                                                                 ,2001,Sailing Alone Around the Room: New and Selected Poems                                    ,4.2,11254,575,21
8493,young adult,21,Anna Carey                                                                    ,2012,"Once (Eve, #2)                                                                           ",3.9,16382,1161,18
8494,romance,14,Samantha Young                                                                ,2013,"Into the Deep (Into the Deep, #1)                                                        ",4.1,19710,1615,17
8495,science fiction,31,Lois McMaster Bujold                                                          ,1994,"Mirror Dance (Vorkosigan Saga, #8)                                                       ",4.3,15355,458,25
8496,romance,23,"Jennifer Crusie, Bob Mayer                                                    ",2007,Agnes and the Hitman                                                                     ,3.9,16850,1476,17
8497,nonfiction,35,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donn",2009,Logicomix: An epic search for truth                                                      ,4,12191,1211,16
8498,fiction,88,Laurent Binet                                                                 ,2009,HHhH                                                                                     ,4.1,12259,1671,11
8499,nonfiction,21,Kate Andersen Brower                                                          ,2015,The Residence: Inside the Private World of the White House                               ,3.8,11660,1583,16
8500,romance,32,Jennifer L. Armentrout                                                        ,2014,"Stone Cold Touch (The Dark Elements, #2)                                                 ",4.4,20527,2624,17
8501,fiction,69,Lori Nelson Spielman                                                          ,2013,The Life List                                                                            ,4.1,12773,1900,11
8502,fantasy,20,Kelley Armstrong                                                              ,2013,"The Rising (Darkness Rising, #3)                                                         ",4.1,18781,1493,10
8503,classics,233,"Thomas Mann, John E. Woods, T.J. Reed                                         ",1901,Buddenbrooks: The Decline of a Family                                                    ,4.1,15027,674,5 
8504,classics,247,Anton Chekhov                                                                 ,1897,Uncle Vanya                                                                              ,3.8,13337,346,5 
8505,fiction,34,"James Patterson, Richard DiLallo                                              ",2011,The Christmas Wedding                                                                    ,3.3,14248,1835,11
8506,fantasy,44,T.A. Barron                                                                   ,1996,"The Lost Years (The Lost Years of Merlin, #1)                                            ",4,14928,629,10
8507,fantasy,31,Maria V. Snyder                                                               ,2009,"Storm Glass (Glass, #1)                                                                  ",4,20205,1444,10
8508,fiction,59,"Iris Murdoch, Mary Kinzie                                                     ",1978,"The Sea, the Sea                                                                         ",3.9,12164,786,11
8509,romance,13,Jamie McGuire                                                                 ,2011,"Eden (Providence, #3)                                                                    ",4.2,16162,817,17
8510,young adult,11,Margaret Peterson Haddix                                                      ,2005,"Among the Enemy (Shadow Children, #6)                                                    ",4.2,15316,516,18
8511,romance,10,Amy A. Bartol                                                                 ,2012,"Incendiary (The Premonition, #4)                                                         ",4.4,14489,781,17
8512,science fiction,55,L. Ron Hubbard                                                                ,1982,Battlefield Earth: A Saga of the Year 3000                                               ,3.5,13780,1011,25
8513,nonfiction,9,Dave Ramsey                                                                   ,1992,Financial Peace Revisited                                                                ,4.3,11271,614,16
8514,mystery,61,Mary Higgins Clark                                                            ,1993,I'll Be Seeing You                                                                       ,3.8,14668,305,15
8515,biography,11,Carol Burnett                                                                 ,2010,This Time Together: Laughter and Reflection                                              ,4,12334,1406,3 
8516,fiction,34,Ruth Ozeki                                                                    ,1998,My Year of Meats                                                                         ,3.9,11143,1254,11
8517,fantasy,31,Octavia E. Butler                                                             ,2005,Fledgling                                                                                ,3.9,12942,1806,10
8518,romance,9,Kristen Ashley                                                                ,2011,"At Peace (The 'Burg, #2)                                                                 ",4.5,23659,1744,17
8519,fiction,47,"Samuel Shem, John Updike                                                      ",1978,The House of God                                                                         ,4,10364,790,11
8520,fiction,26,"Ayşe Kulin, John W. Baker                                                     ",2002,Last Train to Istanbul                                                                   ,3.8,11932,852,11
8521,fiction,21,Pam Muñoz Ryan                                                                ,2015,Echo                                                                                     ,4.4,15642,3526,11
8522,nonfiction,35,Keri Smith                                                                    ,2007,Wreck This Journal                                                                       ,4.2,12794,797,16
8523,history,102,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.                                 ",1973,The Gulag Archipelago 1918-1956                                                          ,4.2,12777,615,12
