book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name
7676,36,Lisa Gardner,2014,Fear Nothing,4.1,14645,1351,15,Mystery
7678,30,Jane Green,2010,Promises to Keep,3.81,14223,1062,11,Fiction
7679,9,Kristen Ashley,2011,For You,4.19,24277,1528,17,Romance
7682,9,Belle Aurora,2013,Friend-Zoned,3.99,23368,2030,17,Romance
7685,10,Kristin Levine,2012,The Lions of Little Rock,4.22,13692,1632,11,Fiction
7687,12,Amanda Hocking,2010,Hollowland,3.97,17073,1569,18,Young Adult
7691,23,Gail Carriger,2012,Timeless,4.12,21814,2176,10,Fantasy
7694,17,J.A. Redmerski,2013,Killing Sarai,4.17,22997,2409,17,Romance
7697,13,L.J. Smith,2009,The Captive Part II / The Power,4.11,17148,553,18,Young Adult
7698,15,Mary Kay Andrews,2013,Ladies` Night,3.8,14024,1480,11,Fiction
7699,21,Jane Green,2013,Family Pictures,3.62,14152,1662,11,Fiction
7700,32,Lara Adrian,2010,Taken by Midnight,4.27,20818,802,17,Romance
7702,19,Amy Harmon,2014,The Law of Moses,4.37,17920,2938,17,Romance
7703,26,Amy Gentry,2016,Good as Gone,3.53,18041,1739,15,Mystery
7705,9,Tijan,2013,Fallen Crest Family,4.28,21335,1064,17,Romance
7706,21,Amanda Grange,2005,Mr. Darcy`s Diary,3.63,16028,1445,11,Fiction
7708,20,Joshilyn Jackson,2010,A Grown-Up Kind of Pretty,3.93,15821,2072,11,Fiction
7709,13,Miranda Hart,2012,Is It Just Me?,3.8,13994,1510,16,Nonfiction
7710,29,Kent Haruf,2004,Eventide,4.16,14087,1302,11,Fiction
7718,30,Christine Feehan,2000,Dark Challenge,4.23,18612,355,17,Romance
7719,38,"James Patterson,David Ellis",2013,Mistress,3.52,13598,1565,15,Mystery
7721,37,Mary Kay Andrews,2002,Savannah Blues,3.97,15169,1036,11,Fiction
7722,34,James Rollins,2000,Excavation,4.02,14341,506,28,Thriller
7725,19,Kiersten White,2012,Endlessly,3.99,19490,1528,10,Fantasy
7726,7,Ella Carey,2016,The House by the Lake,3.9,15176,804,11,Fiction
7729,21,Jessica Park,2013,Left Drowning,4.14,20780,2437,17,Romance
7730,18,"Philip C. Stead,Erin E. Stead",2010,A Sick Day for Amos McGee,4.25,15473,1925,11,Fiction
7733,55,Greg Iles,2006,True Evil,4.05,13779,835,15,Mystery
7735,43,Kate Summerscale,2008,The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective,3.43,14608,1652,16,Nonfiction
7739,22,Glenn Beck,2008,The Christmas Sweater,3.79,13413,2361,11,Fiction
7741,31,James Rollins,2001,Deep Fathom,4.07,14153,360,28,Thriller
7742,47,Nelson DeMille,2008,The Gate House,3.71,13679,1207,15,Mystery
7743,24,"J. Lynn,Jennifer L. Armentrout",2014,Stay with Me,4.17,23018,1876,17,Romance
7744,54,Sylvia Day,2011,Seven Years to Sin,3.89,16403,1022,17,Romance
7745,14,Ally Carter,2013,Perfect Scoundrels,4.28,20912,1711,18,Young Adult
7751,20,Jane Green,2012,Another Piece of My Heart,3.7,13585,1451,11,Fiction
7752,100,Camilla Läckberg,2005,Stenhuggaren,3.85,15722,1269,15,Mystery
7757,22,Cammie McGovern,2014,Say What You Will,3.7,13778,1905,18,Young Adult
7758,52,Tess Gerritsen,2014,Die Again,4.16,15729,1618,15,Mystery
7759,69,Meg Cabot,2006,Party Princess,3.67,21002,498,18,Young Adult
7760,4,H.M. Ward,2013,Damaged 2,4.13,18994,986,17,Romance
7764,10,Katy Evans,2015,Manwhore,4.14,21242,2423,17,Romance
7766,32,Alastair Reynolds,2003,Absolution Gap,4.01,13441,421,25,Science Fiction
7772,15,Lauren Blakely,2016,Big Rock,3.97,20083,2363,17,Romance
7773,26,Kendare Blake,2016,Three Dark Crowns,3.86,21650,4782,10,Fantasy
7776,37,Aprilynne Pike,2012,Destined,4.19,19571,1631,10,Fantasy
7780,29,Richelle Mead,2009,Succubus Heat,4.19,22467,848,10,Fantasy
7781,23,"Robert Kirkman,Charlie Adlard,Cliff Rathburn",2009,"The Walking Dead,Vol. 09: Here We Remain",4.25,14845,551,6,Comics
7782,10,Mariana Zapata,2014,Under Locke,4.11,24473,1969,17,Romance
7786,9,"Patricia Briggs,Eileen Wilks,Karen Chance,Sunny",2007,On the Prowl,4.05,22552,1115,10,Fantasy
7791,22,Lisa Scottoline,2012,Come Home,3.56,14130,1690,15,Mystery
7792,28,Adam Gidwitz,2010,A Tale Dark & Grimm,4.04,17643,2875,10,Fantasy
7793,42,Trudi Canavan,2010,The Ambassador`s Mission,3.9,14733,499,10,Fantasy
7801,15,"Krista Ritchie,Becca Ritchie",2013,Addicted to You,3.9,20746,2441,17,Romance
7802,10,Gayle Forman,2014,Just One Night,4.12,17406,2018,18,Young Adult
7804,40,"James Patterson,Jill Dembowski,Elijah Wood,Spencer Locke",2011,The Fire,3.87,15877,840,10,Fantasy
7807,31,"Tsugumi Ohba,Takeshi Obata",2004,"Death Note,Vol. 4: Love",4.38,17860,560,6,Comics
7809,52,Daniel Silva,2005,Prince of Fire,4.17,13683,523,28,Thriller
7813,22,"Robert Kirkman,Charlie Adlard,Cliff Rathburn",2010,"The Walking Dead,Vol. 11: Fear the Hunters",4.33,14777,562,6,Comics
7815,8,Kristen Callihan,2015,The Friend Zone,4.21,24009,1755,17,Romance
7816,14,Michael J. Sullivan,2013,The Rose and the Thorn,4.39,13629,668,10,Fantasy
7817,57,"Sergei Lukyanenko,Andrew Bromfield",2004,Twilight Watch,4.11,14636,460,10,Fantasy
7818,28,Kelley Armstrong,2009,Frostbitten,4.29,20367,774,10,Fantasy
7819,25,J.R. Ward,2015,Blood Kiss,4.35,17018,2022,17,Romance
7824,36,Raymond E. Feist,2002,Talon of the Silver Hawk,4.01,14056,180,10,Fantasy
7825,54,Steve Berry,2008,The Charlemagne Pursuit,3.88,14403,799,11,Fiction
7828,41,Anne Tyler,2012,The Beginner`s Goodbye,3.58,14812,2499,11,Fiction
7834,15,Kim Harrison,2014,The Witch With No Name,4.43,17570,1836,10,Fantasy
7835,10,T.M. Frazier,2015,King,4.24,26202,3362,17,Romance
7845,23,Ryan Holiday,2014,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,4.11,15248,1102,16,Nonfiction
7846,30,Erin Hunter,2007,The Sight,4.27,16891,528,10,Fantasy
7847,11,Abbi Glines,2014,Bad for You,4.3,21120,1518,17,Romance
7853,18,Kevin Henkes,2000,Wemberly Worried,4.22,14500,900,10,Fantasy
7857,19,Patricia Briggs,2015,Dead Heat,4.27,19632,1776,10,Fantasy
7865,6,"Robert Kirkman,Charlie Adlard",2012,"The Walking Dead,Compendium 2",4.53,13516,769,31,Horror
7870,10,J.B. Salsbury,2013,Fighting for Flight,4.16,24087,1709,17,Romance
7876,36,"Gary Keller,Jay Papasan",2012,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,4.17,16617,1424,4,Business
7877,8,Whitney G.,2014,Reasonable Doubt: Volume 2,4.14,23623,1932,17,Romance
7880,53,Meg Cabot,2007,Princess Mia,3.82,19575,616,18,Young Adult
7885,10,"Paul Pen,Simon Bruni",2013,The Light of the Fireflies,3.76,15048,1743,11,Fiction
7888,27,Kristen Britain,2003,First Rider`s Call,4.2,17509,501,10,Fantasy
7892,30,"Terry Pratchett,Stephen Baxter",2013,The Long War,3.58,14582,1264,25,Science Fiction
7895,20,Tamora Pierce,2001,Street Magic,4.12,19900,272,10,Fantasy
7896,35,Phaedra Patrick,2016,The Curious Charms of Arthur Pepper,3.91,15467,2820,11,Fiction
7897,14,Jodi Meadows,2012,Incarnate,3.73,20030,2530,10,Fantasy
7898,43,"William Kamkwamba,Bryan Mealer",2009,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,4.07,14754,2555,16,Nonfiction
7900,14,Katherine Addison,2014,The Goblin Emperor,4.05,13975,2627,10,Fantasy
7901,12,"Rob Thomas,Jennifer Graham",2015,Mr. Kiss and Tell,4.01,15011,1836,15,Mystery
7903,11,Tillie Cole,2014,"It Ain`t Me,Babe",4.22,23310,2589,17,Romance
7905,27,Carl Hiaasen,2012,Chomp,3.93,14252,1864,11,Fiction
7911,52,J.D. Robb,2004,Divided in Death,4.32,19525,559,15,Mystery
7912,17,Drew Barrymore,2015,Wildflower,3.56,14574,1893,16,Nonfiction
7915,17,Tamara Ireland Stone,2015,Every Last Word,4.2,20437,3021,18,Young Adult
7917,31,Simon Winchester,2003,Krakatoa: The Day the World Exploded,3.86,13459,994,16,Nonfiction
7918,25,Michelle Moran,2011,Madame Tussaud: A Novel of the French Revolution,3.94,16641,2150,11,Fiction
7919,30,Eoin Colfer,2007,Airman,4.14,16323,1347,11,Fiction
7922,9,"Richelle Mead,Emma Vieceli,Leigh Dragoon",2011,Vampire Academy: The Graphic Novel,4.11,13621,730,18,Young Adult
7924,34,Jeff Lindsay,2010,Dexter Is Delicious,3.79,15277,1057,15,Mystery
7926,22,Jessica Verday,2009,The Hollow,3.75,18415,1542,18,Young Adult
7927,50,P.B. Kerr,2004,The Akhenaten Adventure,3.76,16363,615,10,Fantasy
7929,6,"J.K. Rowling,Joel Holland",2015,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,4.26,13494,1838,16,Nonfiction
7930,26,Rachel Abbott,2011,Only the Innocent,4.03,13661,695,15,Mystery
7931,22,Robert Kirkman,2009,"The Walking Dead,Vol. 10: What We Become",4.29,14754,500,6,Comics
7934,24,Robin McKinley,2000,Spindle`s End,3.79,19652,1204,10,Fantasy
7935,9,Diana Gabaldon,2012,A Leaf on the Wind of All Hallows,4.24,14414,821,12,History
7936,10,R.S. Grey,2014,Scoring Wilder,4.1,20700,1777,17,Romance
7938,8,"James Patterson,Michael Ledwidge",2012,"I,Michael Bennett",4.04,15012,1409,15,Mystery
7939,13,Ilona Andrews,2012,Clean Sweep,4.2,21035,1899,10,Fantasy
7940,32,Richelle Mead,2008,Succubus Dreams,4.14,23418,1040,10,Fantasy
7941,51,Robert Crais,2003,The Last Detective,4.24,13490,383,15,Mystery
7943,30,Joan Bauer,2000,Hope Was Here,4,15670,1340,18,Young Adult
7956,6,Kirsty Moseley,2012,Always You,3.96,18343,1120,17,Romance
7957,17,Maria V. Snyder,2012,Scent of Magic,4.13,18396,1322,10,Fantasy
7958,41,Robert Crais,2012,Taken,4.17,13955,896,15,Mystery
7959,20,Mary Kay Andrews,2006,Savannah Breeze,4.05,14169,779,11,Fiction
7960,38,Juliet Marillier,2001,Child of the Prophecy,4.11,16878,731,10,Fantasy
7961,48,"Marion Zimmer Bradley,Diana L. Paxson",2000,Priestess of Avalon,4.03,14586,182,10,Fantasy
7962,30,Tara Sue Me,2012,The Submissive,3.97,16067,1194,17,Romance
7969,36,Lauren Willig,2004,The Secret History of the Pink Carnation,3.69,18403,1991,12,History
7972,43,Kristin Hannah,2002,Distant Shores,3.7,14698,1053,11,Fiction
7973,21,Tammara Webber,2011,Where You Are,3.94,18655,839,17,Romance
7975,48,Rachel Ward,2008,Numbers,3.46,19913,2386,18,Young Adult
7976,50,J.D. Robb,2002,Reunion in Death,4.33,19686,581,15,Mystery
7978,17,Jacqueline Winspear,2010,The Mapping of Love and Death,4.19,15555,1304,15,Mystery
7979,42,Bruce Springsteen,2016,Born to Run,4.18,17338,2645,16,Nonfiction
7981,16,Tamora Pierce,2002,Cold Fire,4.05,18340,230,10,Fantasy
7983,29,Nalini Singh,2007,Visions of Heat,4.13,25542,1438,17,Romance
7984,48,Margot Lee Shetterly,2016,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,3.92,25212,4211,16,Nonfiction
7986,23,Jacqueline Carey,2007,Kushiel`s Justice,4.24,15587,415,10,Fantasy
7987,23,Iain M. Banks,2012,The Hydrogen Sonata,4.15,13807,1067,25,Science Fiction
7989,21,R.J. Palacio,2014,The Julian Chapter,4.31,15000,1808,11,Fiction
7992,26,Sara Shepard,2011,Never Have I Ever,4.03,16442,1073,18,Young Adult
7993,5,Brandon Sanderson,2016,Secret History,4.38,13424,1081,10,Fantasy
7995,57,Alexander McCall Smith,2004,The Sunday Philosophy Club,3.36,16388,1908,15,Mystery
7996,48,J.D. Robb,2004,Visions in Death,4.33,18858,571,15,Mystery
7999,7,Kristen Proby,2013,Safe with Me,4.37,23902,1347,17,Romance
8001,5,J.M. Darhower,2014,Monster in His Eyes,4.21,22136,2347,17,Romance
8002,65,Mary Higgins Clark,2008,Where Are You Now?,3.77,14534,1314,15,Mystery
8005,15,Anne Bishop,2015,Vision in Silver,4.27,18756,1979,10,Fantasy
8008,49,J.D. Robb,2003,Imitation in Death,4.34,19866,539,15,Mystery
8012,71,Mary Higgins Clark,2007,I Heard That Song Before,3.81,14292,901,15,Mystery
8016,48,Mary Lawson,2002,Crow Lake,3.85,13615,1551,11,Fiction
8019,77,Toni Morrison,2011,Home,3.71,13478,1957,11,Fiction
8020,13,"Brian K. Vaughan,Cliff Chiang,Matthew Wilson",2016,"Paper Girls,Vol. 1",3.87,24217,2694,6,Comics
8021,64,Deborah Ellis,2000,The Breadwinner,3.93,13872,1497,11,Fiction
8022,22,Robyn Carr,2013,The Wanderer,3.95,13664,986,17,Romance
8029,20,Robert Jackson Bennett,2014,City of Stairs,4.13,14286,1989,10,Fantasy
8040,26,J.R. Ward,2011,Envy,4.21,18889,1134,17,Romance
8041,8,Veronica Roth,2014,The Son,4.11,15179,481,18,Young Adult
8042,47,Lisa Kleypas,2008,Seduce Me at Sunrise,4.1,23947,1280,17,Romance
8044,32,Jennifer Niven,2016,Holding Up the Universe,3.93,23681,4068,18,Young Adult
8050,21,Sherrilyn Kenyon,2009,Dream Warrior,4.21,20896,582,17,Romance
8054,39,Louise Rennison,2005,Then He Ate My Boy Entrancers,4.09,16507,380,18,Young Adult
8058,6,Kristen Ashley,2011,Rock Chick Reckoning,4.44,24995,1369,17,Romance
8059,30,Lynda Mullaly Hunt,2015,Fish in a Tree,4.28,16881,2938,11,Fiction
8060,41,Debbie Macomber,2012,The Inn at Rose Harbor,3.93,15645,1723,17,Romance
8061,41,Fiona Carnarvon,2011,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,3.61,14331,2090,16,Nonfiction
8063,16,Rachel Abbott,2015,Stranger Child,4.18,13541,690,15,Mystery
8065,18,Jacqueline Woodson,2016,Another Brooklyn,3.87,14800,2480,11,Fiction
8070,38,"James Patterson,Michael Ledwidge",2013,Gone,4.01,13853,952,15,Mystery
8073,39,Adriana Trigiani,2009,Very Valentine,3.8,14998,1809,11,Fiction
8074,12,"Bill Willingham,Mark Buckingham,Steve Leialoha,Shawn McManus,Andrew Pepoy",2006,"Fables,Vol. 8: Wolves",4.28,15795,519,6,Comics
8076,20,Christine Feehan,2002,Dark Demon,4.34,16622,276,17,Romance
8077,19,"Robert Kirkman,Charlie Adlard,Cliff Rathburn",2011,"The Walking Dead,Vol. 14: No Way Out",4.34,14110,556,6,Comics
8082,25,Rachel Vincent,2010,My Soul to Keep,4.09,17854,928,18,Young Adult
8085,19,Tamora Pierce,2000,Magic Steps,3.98,18884,354,10,Fantasy
8086,13,Addison Moore,2012,Someone to Love,3.74,17574,848,17,Romance
8088,15,Laura Wiess,2007,Such a Pretty Girl,3.89,13787,1100,18,Young Adult
8089,13,Aurora Rose Reynolds,2013,Until Trevor,4.2,25543,1474,17,Romance
8095,65,"Janne Teller,Martin Aitken",2000,Nothing,3.76,14823,2333,18,Young Adult
8098,24,Karen Miller,2005,The Awakened Mage,3.71,13406,431,10,Fantasy
8100,21,Sara Zarr,2011,How to Save a Life,3.89,14335,1772,18,Young Adult
8102,25,J.D. Robb,2016,Brotherhood in Death,4.35,15189,1466,15,Mystery
8104,38,"Liz Kessler,Sarah Gibb",2003,The Tail of Emily Windsnap,3.89,17523,1590,11,Fiction
8106,30,John Flanagan,2012,The Invaders,4.4,14222,494,10,Fantasy
8108,6,Joe Hart,2016,The Last Girl,3.77,15006,1244,25,Science Fiction
8109,5,"Neil Gaiman,Mike Dringenberg,Chris Bachalo,Michael Zulli,Kelly Jones,Charles Vess,Colleen Doran,Malcolm Jones III,Steve Parkhouse,Daniel Vozzo,Lee Loughridge,Steve Oliff,Todd Klein,Dave McKean,Sam Kieth",2006,"The Absolute Sandman,Volume One",4.65,13726,476,6,Comics
8110,7,Kristen Ashley,2011,Rock Chick Regret,4.55,25050,1343,17,Romance
8116,10,Victoria Aveyard,2015,Queen Song,3.74,13562,1076,10,Fantasy
8119,16,Amy Zhang,2014,Falling into Place,3.88,13919,2165,18,Young Adult
8122,20,Anna Jean Mayhew,2011,The Dry Grass of August,3.82,13479,1624,11,Fiction
8124,27,Colson Whitehead,2010,Zone One,3.25,13845,2515,11,Fiction
8125,30,Jennifer Ashley,2009,The Madness of Lord Ian Mackenzie,4.07,22160,1905,17,Romance
8134,28,MaryJanice Davidson,2005,Undead and Unreturnable,3.89,20072,531,17,Romance
8135,27,Jack Campbell,2007,Fearless,3.97,14477,457,25,Science Fiction
8137,11,Tarryn Fisher,2015,F*ck Love,4.13,15280,2691,17,Romance
8138,62,David Ebershoff,2000,The Danish Girl,3.74,13984,1700,11,Fiction
8139,28,"Esther Earl,Lori Earl,Wayne Earl,John Green",2014,This Star Won`t Go Out: The Life and Words of Esther Grace Earl,4.19,14046,1934,16,Nonfiction
8142,27,Robin Hobb,2006,Forest Mage,3.35,13542,404,10,Fantasy
8145,5,Penelope Douglas,2016,Punk 57,4.22,16703,2026,17,Romance
8147,2,Sean Patrick,2013,Nikola Tesla: Imagination and the Man That Invented the 20th Century,3.79,13604,780,16,Nonfiction
8148,41,Meg Cabot,2006,How to Be Popular,3.54,19634,925,18,Young Adult
8151,12,Elizabeth Norris,2012,Unraveling,3.84,17460,1908,18,Young Adult
8153,44,Kate DiCamillo,2001,The Tiger Rising,3.78,15625,1919,11,Fiction
8158,31,"Tsugumi Ohba,Takeshi Obata",2005,"Death Note,Vol. 8: Target",4.27,14881,352,6,Comics
8164,21,Kresley Cole,2013,Endless Knight,4.39,18065,2033,10,Fantasy
8171,35,James Rollins,2009,Altar of Eden,4.01,13885,789,28,Thriller
8173,20,"Michael Buckley,Peter Ferguson",2006,The Problem Child,4.27,16131,576,10,Fantasy
8183,10,Lisa Tawn Bergren,2011,Waterfall,4.04,17028,1887,11,Fiction
8184,42,Rachel Joyce,2014,The Love Song of Miss Queenie Hennessy,4.04,14102,2450,11,Fiction
8185,35,Terry Brooks,2002,Morgawr,3.96,13525,147,10,Fantasy
8190,34,"Sarah Blakley-Cartwright,David Leslie Johnson,Catherine Hardwicke",2011,Red Riding Hood,3.51,16482,1962,10,Fantasy
8196,24,Laura Whitcomb,2005,A Certain Slant of Light,3.83,17513,1819,18,Young Adult
8197,7,Scott Westerfeld,2007,The Uglies Trilogy,4.06,13473,805,18,Young Adult
8203,42,Louise Rennison,2004,Away Laughing on a Fast Camel,4.06,17076,396,18,Young Adult
8204,14,Natasha Anders,2012,The Unwanted Wife,3.94,19673,1578,17,Romance
8205,8,Emma Chase,2016,Royally Screwed,4.11,19263,2374,17,Romance
8206,30,Anna Godbersen,2009,Splendor,3.84,17569,1486,12,History
8208,21,Chloe Neill,2011,Drink Deep,4.12,23698,1728,10,Fantasy
8211,29,Meg Cabot,2007,Big Boned,3.84,18715,1070,15,Mystery
8219,26,Katie McGarry,2013,Crash into You,4.28,22480,2517,17,Romance
8225,56,Meg Cabot,2006,Princess on the Brink,3.7,19366,567,18,Young Adult
8230,41,Chris Cleave,2012,Gold,3.68,13423,2262,11,Fiction
8231,30,Lesley Livingston,2009,Wondrous Strange,3.69,19591,1446,10,Fantasy
8236,33,MaryJanice Davidson,2005,Undead and Unappreciated,3.88,20129,620,17,Romance
8240,34,Lara Adrian,2009,Ashes of Midnight,4.19,20730,738,17,Romance
8241,17,"Michael Buckley,Peter Ferguson",2007,Once Upon a Crime,4.26,15723,477,10,Fantasy
8243,11,"Bill Willingham,Mark Buckingham,Steve Leialoha,Andrew Pepoy,Gene Ha,Joshua Middleton,Iñaki Miranda,Mike Allred",2007,"Fables,Vol. 9: Sons of Empire",4.24,15419,399,6,Comics
8244,29,Karen Chance,2008,Embrace the Night,4.09,20122,475,10,Fantasy
8248,11,Keary Taylor,2010,Branded,3.7,15053,1035,10,Fantasy
8250,43,Alexander McCall Smith,2009,Tea Time for the Traditionally Built,4.11,16847,1432,15,Mystery
8251,36,Erin Hunter,2006,Starlight,4.28,16719,350,10,Fantasy
8252,14,Suzanne Wright,2012,Feral Sins,4.12,25674,2199,17,Romance
8254,47,Kathy Reichs,2011,Flash and Bones,3.86,16483,1169,15,Mystery
8255,28,Ottessa Moshfegh,2015,Eileen,3.38,13919,2289,11,Fiction
8256,48,J.D. Robb,2007,Creation in Death,4.34,18592,646,15,Mystery
8257,7,Anna Dewdney,2007,Llama Llama Mad at Mama,4.28,14285,532,11,Fiction
8258,41,Karin Slaughter,2014,Cop Town,3.88,13997,1704,15,Mystery
8261,63,Anita Amirrezvani,2007,The Blood of Flowers,3.95,13418,1643,11,Fiction
8265,22,Victoria Schwab,2016,This Savage Song,4.14,22459,5057,10,Fantasy
8267,26,Nalini Singh,2009,Branded by Fire,4.3,22167,1065,17,Romance
8270,11,"Mary-Jane Knight,Rick Riordan",2010,Percy Jackson & the Olympians:  The Ultimate Guide,4.12,14625,440,10,Fantasy
8274,9,Amy Harmon,2016,The Bird and the Sword,4.29,15905,2447,10,Fantasy
8278,41,Elly Griffiths,2009,The Crossing Places,3.87,15671,1802,15,Mystery
8279,18,Roland Smith,2007,Peak,3.98,14027,2024,11,Fiction
8282,14,Alice Hoffman,2017,Faithful,4.02,15377,2481,11,Fiction
8283,13,C.J. Sansom,2006,Sovereign,4.28,14074,818,12,History
8287,15,"Michael Buckley,Peter Ferguson",2007,Magic and Other Misdemeanors,4.29,15633,421,10,Fantasy
8288,25,Maya Banks,2011,In Bed with a Highlander,4.05,22360,1641,17,Romance
8293,5,Whitney G.,2015,"Sincerely,Carter",4.1,18964,1995,17,Romance
8294,14,John Scalzi,2006,The Android`s Dream,3.97,13653,1284,25,Science Fiction
8298,19,Sara Zarr,2007,Story of a Girl,3.67,15064,1608,18,Young Adult
8301,34,J.D. Robb,2012,Delusion in Death,4.31,16990,1154,15,Mystery
8319,27,Carl Hiaasen,2010,Star Island,3.44,14044,1920,11,Fiction
8320,44,China Miéville,2007,Un Lun Dun,3.81,15493,1672,10,Fantasy
8322,37,Richard Castle,2011,Heat Rises,3.92,15087,1296,15,Mystery
8325,13,Connor Franta,2015,A Work in Progress,4.36,14823,1795,16,Nonfiction
8326,22,Rene Denfeld,2014,The Enchanted,3.96,13413,2636,11,Fiction
8327,49,Paul  Hoffman,2010,The Left Hand of God,3.66,13367,1089,10,Fantasy
8330,40,Jenny Downham,2010,You Against Me,3.7,16478,1397,18,Young Adult
8332,17,Tamora Pierce,2005,The Will of the Empress,4.15,17589,455,10,Fantasy
8339,12,Larry Correia,2010,Monster Hunter Vendetta,4.24,13379,584,10,Fantasy
8340,78,Maeve Binchy,2004,Nights of Rain and Stars,3.67,14137,1015,11,Fiction
8342,27,Catherine Bybee,2011,Wife by Wednesday,3.77,16368,1174,17,Romance
8344,8,L.A. Casey,2014,Dominic,4.08,20084,1692,17,Romance
8345,24,Kresley Cole,2012,Shadow`s Claim,4.28,19916,1410,17,Romance
8348,25,Brady Udall,2010,The Lonely Polygamist,3.5,13769,2499,11,Fiction
8350,32,"Richard Russo,Arthur Morey",2009,That Old Cape Magic,3.3,14461,2177,11,Fiction
8351,17,Maya Banks,2010,The Darkest Hour,4.17,21205,1329,17,Romance
8353,75,Saroo Brierley,2013,A Long Way Home,4.12,23718,2348,16,Nonfiction
8354,41,Erin Hunter,2006,Twilight,4.3,16704,361,10,Fantasy
8359,7,Stephen King,2009,UR,3.65,13884,1110,31,Horror
8362,16,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,4.48,17326,3019,16,Nonfiction
8363,13,Sarah J. Maas,2012,The Assassin and the Empire,4.42,17997,1221,10,Fantasy
8364,11,Abbi Glines,2013,Misbehaving,4.18,19439,1151,17,Romance
8365,21,Genevieve Cogman,2015,The Invisible Library,3.73,16812,2831,10,Fantasy
8367,33,"Marjane Satrapi,Anjali Singh",2006,Embroideries,3.82,14410,1312,6,Comics
8368,13,Mary Downing Hahn,2007,Deep and Dark and Dangerous,4.22,13605,1649,15,Mystery
8370,35,Francisco X. Stork,2008,Marcelo in the Real World,3.95,15701,2487,11,Fiction
8373,34,Brandon Sanderson,2007,Alcatraz Versus the Evil Librarians,3.87,15374,2393,10,Fantasy
8374,14,Jeffrey Brown,2012,Darth Vader and Son,4.14,15307,1326,6,Comics
8377,32,C.J. Box,2001,Open Season,3.91,13377,1220,15,Mystery
8378,18,Shannon Hale,2012,Palace of Stone,3.95,16889,2173,10,Fantasy
8381,28,Susan Dennard,2016,Truthwitch,3.93,20666,4273,10,Fantasy
8386,90,Ken Follett,2002,Hornet Flight,3.83,13379,652,11,Fiction
8391,18,Carrie Jones,2012,Endure,4.08,16676,1061,18,Young Adult
8392,16,Claire Contreras,2015,Kaleidoscope Hearts,4.06,19275,2231,17,Romance
8394,9,Harper Sloan,2013,Cage,4.29,24732,1901,17,Romance
8395,10,Tarryn Fisher,2014,Mud Vein,4.11,16961,3439,17,Romance
8397,35,James Rollins,2003,Ice Hunt,4.04,13347,453,28,Thriller
8398,17,Laurell K. Hamilton,2006,Strange Candy,3.74,15035,311,10,Fantasy
8402,24,Nalini Singh,2011,Archangel`s Blade,4.26,23303,1555,17,Romance
8408,24,Nalini Singh,2011,Kiss of Snow,4.47,22212,1589,17,Romance
8414,28,Elizabeth Wein,2013,Rose Under Fire,4.13,15064,2573,12,History
8418,59,Jeffery Deaver,2007,The Sleeping Doll,3.92,13826,857,15,Mystery
8419,28,Christine Feehan,2002,Dark Legend,4.33,17255,312,17,Romance
8420,24,"Jeph Loeb,Jim Lee,Scott Williams",2002,"Batman: Hush,Vol. 1",4.1,32057,273,6,Comics
8421,30,Heather Gudenkauf,2012,One Breath Away,3.98,14331,1943,28,Thriller
8424,9,Jim Butcher,2008,Welcome to the Jungle,4.09,13973,497,10,Fantasy
8425,37,Connie Willis,2010,Blackout,3.83,16704,2723,11,Fiction
8426,11,Bella Forrest,2013,A Blaze of Sun,4.15,14066,498,17,Romance
8427,15,Alice Hoffman,2011,The Red Garden,3.69,15299,2206,11,Fiction
8436,17,Jennifer L. Armentrout,2013,Obsession,4.15,20471,2196,17,Romance
8438,50,"Kate DiCamillo,Yoko Tanaka",2009,The Magician`s Elephant,3.82,16108,2735,10,Fantasy
8439,44,Anne Tyler,2001,Back When We Were Grownups,3.51,14632,1237,11,Fiction
8442,8,Aleatha Romig,2013,Convicted,4.38,18224,2226,17,Romance
8443,29,Bree Despain,2010,The Lost Saint,4.04,15712,1006,18,Young Adult
8444,49,Dean Koontz,2009,Relentless,3.71,13662,1223,11,Fiction
8449,11,Dolen Perkins-Valdez,2009,Wench,3.68,13820,1935,11,Fiction
8450,25,Karen Chance,2009,Curse the Dawn,4.16,18785,491,10,Fantasy
8457,36,Anna Quindlen,2002,Blessings,3.56,13787,1304,11,Fiction
8458,20,Gena Showalter,2012,Wicked Nights,4.11,19576,1385,17,Romance
8459,9,Pittacus Lore,2011,Six`s Legacy,4.08,14442,551,10,Fantasy
8462,23,Meg Cabot,2012,Underworld,3.89,19639,1391,18,Young Adult
8467,23,John Sandford,2013,Silken Prey,4.16,13640,1263,15,Mystery
8468,17,John Sandford,2012,Mad River,4.17,13819,1058,15,Mystery
8473,25,Emily Murdoch,2013,If You Find Me,4.06,15455,2662,18,Young Adult
