title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
"Stolen Songbird (The Malediction Trilogy, #1)",Danielle L. Jensen,2014,3.97,10,8827,16,17304,2113,Fantasy
Most Talkative: Stories from the Front Lines of Pop Culture,Andy Cohen,2012,3.79,16,8828,8,11305,1169,Nonfiction
"The Green Mile, Part 2: The Mouse on the Mile",Stephen King,1996,4.47,31,8829,25,12569,165,Horror
A Cry In The Night,Mary Higgins Clark,1982,3.84,15,8830,67,13886,533,Mystery
Assata: An Autobiography,"Assata Shakur, Angela Y. Davis, Lennox S. Hinds",1987,4.48,16,8831,20,10731,572,Nonfiction
"Days of Magic, Nights of War (Abarat, #2)",Clive Barker,2004,4.2,10,8832,44,12314,404,Fantasy
True Love Story,Willow Aster,2013,4.08,17,8834,4,18370,1873,Romance
The Moonlit Garden,"Corina Bomann, Alison Layland",2013,3.74,11,8835,23,11367,874,Fiction
True Compass: A Memoir,Edward M. Kennedy,2009,3.99,3,8836,23,10504,762,Biography
"Diamonds Are Forever (James Bond, #4)",Ian Fleming,1956,3.59,11,8837,100,12359,643,Fiction
"Hidden Bodies (You, #2)",Caroline Kepnes,2016,3.87,15,8839,24,13166,2226,Mystery
"InterWorld (InterWorld, #1)","Neil Gaiman, Michael Reaves",2007,3.51,10,8841,50,14903,1641,Fantasy
The Realm of Possibility,David Levithan,2004,3.94,18,8842,10,13768,1161,Young Adult
The Invisible Wall: A Love Story That Broke Barriers,Harry Bernstein,2006,4.07,16,8843,35,10809,1718,Nonfiction
The Replacement,Brenna Yovanoff,2010,3.56,10,8844,42,17635,2647,Fantasy
Last Words,"George Carlin, Tony Hendra",2009,4.04,16,8845,23,9795,504,Nonfiction
"The Information: A History, a Theory, a Flood",James Gleick,2011,3.98,16,8846,41,11422,1167,Nonfiction
Rocket Boys (Coalwood #1),Homer Hickam,1998,4.18,16,8847,42,12857,1407,Nonfiction
Kaleidoscope,Danielle Steel,1987,3.88,17,8848,43,11812,280,Romance
A Perfect Spy,John le Carré,1986,3.99,11,8849,92,12383,459,Fiction
"Affliction (Anita Blake, Vampire Hunter #22)",Laurell K. Hamilton,2013,4.01,10,8851,15,16306,1683,Fantasy
"Wildest Dreams (Fantasyland, #1)",Kristen Ashley,2011,4.19,10,8852,2,20138,1676,Fantasy
"Sudden Prey (Lucas Davenport, #8)",John Sandford,1996,4.15,15,8853,35,13797,363,Mystery
Mark of the Lion Trilogy,Francine Rivers,1993,4.76,11,8854,6,9547,731,Fiction
"Screw It, Let's Do It: Lessons In Life",Richard Branson,2006,3.93,4,8855,49,9297,569,Business
Revolting Rhymes,"Roald Dahl, Quentin Blake",1982,4.13,21,8857,55,13961,627,Poetry
"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",Val McDermid,1995,3.98,15,8858,78,13490,783,Mystery
Sanctuary,Nora Roberts,1997,3.87,17,8860,70,15487,405,Romance
"Sunset Express (Elvis Cole, #6)",Robert Crais,1996,4.17,15,8861,37,11603,285,Mystery
"The Bourbon Kings (The Bourbon Kings, #1)",J.R. Ward,2015,3.87,17,8862,25,14619,2200,Romance
The Guns of Navarone,Alistair MacLean,1957,4.12,11,8863,81,12237,254,Fiction
"On Her Majesty's Secret Service (James Bond, #11)",Ian Fleming,1963,3.94,11,8864,92,13203,488,Fiction
Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,Robin Norwood,1985,3.98,19,8865,60,9299,299,Self Help
Hero,Perry Moore,2007,3.88,18,8866,19,14568,1386,Young Adult
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,1991,4.25,16,8867,20,10655,764,Nonfiction
"At Bertram's Hotel (Miss Marple, #11)",Agatha Christie,1965,3.7,15,8868,1,17292,795,Mystery
"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",Kiera Cass,2015,4.22,18,8869,17,18380,1872,Young Adult
The Great Brain (Great Brain #1),"John D. Fitzgerald, Mercer Mayer",1967,4.16,11,8870,29,13870,776,Fiction
"The Fire Eternal (The Last Dragon Chronicles, #4)",Chris d'Lacey,2007,3.99,10,8871,11,11798,329,Fantasy
"Mercy (Buchanan-Renard, #2)",Julie Garwood,2001,4.11,17,8872,60,15678,432,Romance
The Commitments,Roddy Doyle,1987,3.95,11,8873,37,12070,403,Fiction
Tell-All,Chuck Palahniuk,2010,2.84,11,8874,37,11055,945,Fiction
What My Mother Doesn't Know (What My Mother Doesn't Know #1),Sonya Sones,2001,3.83,18,8875,27,13332,1457,Young Adult
"Angelology (Angelology, #1)",Danielle Trussoni,2010,3.41,10,8876,76,14808,2352,Fantasy
The Lady & Sons Savannah Country Cookbook,"Paula H. Deen, John Berendt",1998,4,8,8877,9,10067,63,Cooking
No One Writes to the Colonel and Other Stories,"Gabriel García Márquez, J.S. Bernstein",1961,3.86,11,8878,24,10918,268,Fiction
Wiseguy,Nicholas Pileggi,1985,4.14,9,8879,35,10204,454,Crime
"Transmetropolitan, Vol. 5: Lonely City (Transmetropolitan, #5)","Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart",2001,4.4,6,8880,12,11045,156,Comics
"Benediction (Plainsong, #3)",Kent Haruf,2013,3.97,11,8881,18,12221,2033,Fiction
سمفونی مردگان,عباس معروفی,1989,4.08,11,8882,10,7410,590,Fiction
After the Night,Linda Howard,1995,4.1,17,8883,39,18642,936,Romance
"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",Chelsea Cain,2009,4.03,15,8884,33,12383,948,Mystery
The Bookseller,Cynthia Swanson,2015,3.66,11,8885,29,12244,1881,Fiction
The Climb: Tragic Ambitions on Everest,"Anatoli Boukreev, G. Weston DeWalt",1997,3.89,16,8886,30,10292,504,Nonfiction
"The Thousand Names (The Shadow Campaigns, #1)",Django Wexler,2013,4.04,10,8887,18,11806,915,Fantasy
"Beautiful Burn (The Maddox Brothers, #4)",Jamie McGuire,2016,4.11,17,8889,14,15662,1318,Romance
"Fruits Basket, Vol. 2","Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,4.34,20,8890,17,16106,394,Manga
Misquoting Jesus: The Story Behind Who Changed the Bible and Why,Bart D. Ehrman,2005,3.91,16,8891,30,11242,1013,Nonfiction
Wait for It,Mariana Zapata,2016,4.22,17,8892,4,18415,1507,Romance
"The Other Wind (Earthsea Cycle, #6)",Ursula K. Le Guin,2001,4.06,10,8893,57,13218,597,Fantasy
"The Paris Vendetta (Cotton Malone, #5)","Steve Berry, Scott Brick",2009,3.9,28,8894,52,13095,664,Thriller
Moriarty (Sherlock Holmes #2),Anthony Horowitz,2014,3.74,15,8895,54,11810,1809,Mystery
Prisoner of My Desire,Johanna Lindsey,1991,4.06,17,8897,31,13982,325,Romance
Blood Memory,Greg Iles,2005,4.09,15,8898,58,12308,776,Mystery
After I'm Gone,Laura Lippman,2014,3.61,15,8900,24,12667,1548,Mystery
Shadows of the Workhouse,Jennifer Worth,2005,4.12,16,8901,29,13532,1272,Nonfiction
Hunting and Gathering,"Anna Gavalda, Alison Anderson",2004,4.1,11,8902,93,12882,1078,Fiction
One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,"Peter Lynch, John Rothchild",1988,4.12,4,8903,21,11264,315,Business
Against a Dark Background,Iain M. Banks,1993,4.09,25,8904,25,12195,350,Science Fiction
I Still Dream About You,Fannie Flagg,2010,3.55,11,8905,36,13971,2183,Fiction
The Book on the Taboo Against Knowing Who You Are,Alan W. Watts,1966,4.28,22,8907,26,10587,554,Philisophy
"Up from the Grave (Night Huntress, #7)",Jeaniene Frost,2014,4.28,10,8909,16,22035,2229,Fantasy
"Sun and Moon, Ice and Snow",Jessica Day George,2008,3.97,10,8910,13,17927,1868,Fantasy
"The Blood Mirror (Lightbringer, #4)",Brent Weeks,2016,4.29,10,8911,25,13785,933,Fantasy
Galveston,Nic Pizzolatto,2004,3.72,11,8912,50,9871,1027,Fiction
Extra Yarn (E. B. White Read-Aloud Award. Picture Books),"Mac Barnett, Jon Klassen",2012,4.07,11,8913,11,12711,1297,Fiction
We the Animals,Justin Torres,2011,3.61,11,8914,33,11748,1820,Fiction
Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,2006,3.89,23,8915,23,9366,383,Religion
"Her Daughter's Dream (Marta's Legacy, #2)",Francine Rivers,2010,4.34,11,8917,22,11795,737,Fiction
"Rock Chick Revolution (Rock Chick, #8)",Kristen Ashley,2013,4.46,17,8918,6,22087,1897,Romance
Tampa,Alissa Nutting,2013,3.34,11,8919,5,12225,2619,Fiction
The Fuck-Up,Arthur Nersesian,1997,3.56,11,8920,10,9164,389,Fiction
"Meg (MEG, #1)",Steve Alten,1997,3.76,31,8921,36,11419,697,Horror
"Seeing Redd (The Looking Glass Wars, #2)",Frank Beddor,2007,3.85,10,8922,20,15711,1116,Fantasy
Each Peach Pear Plum,"Janet Ahlberg, Allan Ahlberg",1978,4.24,11,8924,29,13148,431,Fiction
"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win","Gene Kim, Kevin Behr, George Spafford",2013,4.24,4,8925,16,11237,1177,Business
Humans of New York,Brandon Stanton,2013,4.5,16,8926,12,12865,1301,Nonfiction
The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales,"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket",2011,3.91,11,8927,19,13334,561,Fiction
The Freedom Writers Diary,"Erin Gruwell, Zlata Filipović, The Freedom Writers",1999,4.09,16,8928,25,12078,1437,Nonfiction
The Post-American World,Fareed Zakaria,2008,3.86,16,8929,46,10392,1013,Nonfiction
Them: Adventures with Extremists,Jon Ronson,2001,3.94,16,8930,20,11362,833,Nonfiction
The Ladies of Grace Adieu and Other Stories,"Susanna Clarke, Charles Vess",2006,3.85,10,8931,33,14037,1196,Fantasy
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,2010,4.1,8,8932,9,11111,268,Cooking
"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",Bill Browder,2014,4.39,16,8933,34,12693,1398,Nonfiction
The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,David Bach,2003,3.9,16,8934,27,10676,508,Nonfiction
Forgotten,Cat Patrick,2011,3.79,18,8935,40,16681,2272,Young Adult
Ghettoside: A True Story of Murder in America,Jill Leovy,2015,4.12,16,8936,15,10548,1433,Nonfiction
Lady Cottington's Pressed Fairy Book,"Terry Jones, Brian Froud",1994,3.99,10,8937,23,12272,204,Fantasy
That Night,Chevy Stevens,2014,3.92,15,8938,29,12955,1846,Mystery
Salmon Fishing in the Yemen,Paul Torday,2006,3.51,11,8939,60,10819,1345,Fiction
The Rest Is Noise: Listening to the Twentieth Century,Alex  Ross,2007,4.08,30,8940,33,10007,611,Music
"Cross My Heart (Cross My Heart, #1)",Katie Klein,2011,3.92,17,8941,5,17964,837,Romance
Something like Normal,Trish Doller,2012,3.81,17,8942,6,15769,1604,Romance
"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald,2014,4.08,16,8943,51,10364,1130,Nonfiction
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,1996,3.96,25,8944,26,12460,867,Science Fiction
"The Next Accident (Quincy & Rainie, #3)",Lisa Gardner,2001,4.16,15,8945,40,13328,513,Mystery
Once a Runner,John L. Parker Jr.,1978,4.05,11,8947,22,9804,940,Fiction
"Zita the Spacegirl (Zita the Spacegirl, #1)",Ben Hatke,2011,4.04,6,8948,8,11044,941,Comics
Restless,William  Boyd,2006,3.84,11,8950,47,11228,1051,Fiction
"The Ear, the Eye, and the Arm",Nancy Farmer,1994,3.85,10,8951,25,13107,757,Fantasy
"Take This Regret (Take This Regret, #1)","Amy Lichtenhan, A.L. Jackson",2011,4.06,17,8952,12,21622,1604,Romance
"Stay Out of the Basement  (Goosebumps, #2)",R.L. Stine,1992,3.64,31,8953,55,12845,460,Horror
The Girl You Lost,Kathryn Croft,2016,3.89,28,8954,8,11857,871,Thriller
Willing Captive,Belle Aurora,2013,4.11,17,8955,7,18918,1774,Romance
"One Day at Horrorland (Goosebumps, #16)",R.L. Stine,1994,3.87,31,8956,44,12433,375,Horror
The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City,David Lebovitz,2009,3.85,16,8957,18,11096,1214,Nonfiction
"Talon (Talon, #1)",Julie Kagawa,2014,3.77,10,8958,41,17700,2840,Fantasy
"Radiance (Wraith Kings, #1)",Grace Draven,2014,4.12,10,8959,8,16164,1738,Fantasy
The Red House,Mark Haddon,2012,2.93,11,8960,36,12543,2215,Fiction
Footfall,"Larry Niven, Jerry Pournelle",1985,3.89,25,8961,26,12202,338,Science Fiction
"Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5)",Heather Brewer,2010,4.36,18,8962,22,13845,722,Young Adult
Ice Station Zebra,Alistair MacLean,1963,3.95,28,8963,45,13174,197,Thriller
A. Lincoln,Ronald C. White Jr.,2009,4.22,12,8964,19,9269,312,History
Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",1982,4.41,5,8965,15,12856,69,Classics
Ain't She Sweet,Susan Elizabeth Phillips,2004,4.05,17,8966,59,17843,1000,Romance
"Promised (One Night, #1)",Jodi Ellen Malpas,2014,4.14,17,8967,33,20224,1967,Romance
Bruiser,Neal Shusterman,2010,4.04,18,8968,14,13161,2005,Young Adult
Stone Soup,Jon J. Muth,2003,4.15,11,8969,12,13003,500,Fiction
"Falling Free (Vorkosigan Saga, #4)",Lois McMaster Bujold,1987,3.82,25,8970,33,13812,495,Science Fiction
"If I Stay Collection (If I Stay, #1-2)",Gayle Forman,2014,4.24,11,8971,5,8428,509,Fiction
"The Cold Moon (Lincoln Rhyme, #7)",Jeffery Deaver,2006,4.05,15,8972,72,13092,649,Mystery
The Moor's Last Sigh,Salman Rushdie,1995,3.92,11,8973,82,10731,510,Fiction
"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",Gayle Tzemach Lemmon,2011,3.69,14,8974,28,12204,2007,Memoir
Girl With Curious Hair,David Foster Wallace,1988,3.89,11,8975,42,10005,683,Fiction
Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,Stephen King,1982,4.52,11,8976,37,12882,788,Fiction
Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,A.J. Jacobs,2012,3.75,16,8977,25,11874,1622,Nonfiction
The Revenge of the Baby-Sat,Bill Watterson,1991,4.71,13,8978,20,12946,206,Humor
"Ghostgirl (Ghostgirl, #1)",Tonya Hurley,2008,3.28,10,8980,40,15083,1232,Fantasy
"I've Got You Under My Skin (Under Suspicion, #1)","Mary Higgins Clark, Alafair Burke",2014,3.75,15,8981,45,11871,1222,Mystery
"Fables, Vol. 10: The Good Prince","Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008,4.37,6,8982,10,13740,570,Comics
The Secret Between Us,Barbara Delinsky,2008,3.71,11,8983,31,12674,797,Fiction
Red Phoenix (Red Phoenix #1),"Larry Bond, Patrick Larkin",1989,3.98,11,8984,34,10961,111,Fiction
Never Look Away,Linwood Barclay,2010,3.99,28,8985,46,12736,1093,Thriller
Your Heart Belongs to Me,Dean Koontz,2008,3.34,31,8986,53,13630,1066,Horror
Shadow Fires,"Leigh Nichols, Dean Koontz",1987,3.77,26,8987,60,11663,260,Suspense
"Victory of Eagles (Temeraire, #5)",Naomi Novik,2008,4.01,10,8988,31,14439,838,Fantasy
"Knife Edge (Noughts & Crosses, #2)",Malorie Blackman,2003,4.06,18,8989,21,12396,449,Young Adult
"The Blood Gospel (The Order of the Sanguines, #1)","James Rollins, Rebecca Cantrell",2013,3.97,28,8990,31,12609,1480,Thriller
"Fallen Crest Public (Fallen Crest High, #3)",Tijan,2013,4.47,17,8991,9,17978,1029,Romance
I Am Not Myself These Days,Josh Kilmer-Purcell,2006,3.96,14,8992,24,10661,860,Memoir
Sometimes It Happens,Lauren Barnholdt,2011,3.85,18,8993,7,12156,561,Young Adult
"Bones Are Forever (Temperance Brennan, #15)",Kathy Reichs,2012,3.86,15,8994,46,14929,1257,Mystery
Deerskin,Robin McKinley,1993,3.88,10,8995,10,17728,1124,Fantasy
Dispatches,Michael Herr,1977,4.24,16,8996,51,11599,751,Nonfiction
"The Troubled Man (Kurt Wallander, #10)","Henning Mankell, Laurie Thompson",2009,3.98,15,8997,79,11721,1208,Mystery
Sleepers,Lorenzo Carcaterra,1995,4.18,9,8998,37,10772,553,Crime
Pretend You Don't See Her,Mary Higgins Clark,1997,3.86,15,9000,78,14186,445,Mystery
Going Rogue: An American Life,"Sarah Palin, Lynn Vincent, Dewey Whetsell",2009,3.28,3,9001,18,10697,1237,Biography
The Cake Mix Doctor,"Anne Byrn, Anthony Loew",1999,3.95,8,9002,6,9730,102,Cooking
"The Monstrumologist (The Monstrumologist, #1)",Rick Yancey,2009,3.89,31,9003,32,14734,2388,Horror
"The Path to Power (The Years of Lyndon Johnson, #1)",Robert A. Caro,1982,4.42,12,9004,24,11325,606,History
"Depraved Heart (Kay Scarpetta, #23)",Patricia Cornwell,2015,3.58,15,9005,9,11697,1349,Mystery
The Education of Little Tree,Forrest Carter,1976,4.09,11,9006,58,11941,1373,Fiction
"Intertwined (Intertwined, #1)",Gena Showalter,2009,3.87,18,9007,31,17141,1196,Young Adult
In Watermelon Sugar,Richard Brautigan,1968,4.02,11,9008,42,9883,644,Fiction
My Life with the Walter Boys (My Life with the Walter Boys #1),"Ali Novak, Fallzswimmer",2012,3.93,18,9009,14,15051,1509,Young Adult
"Burning For Revenge (Tomorrow, #5)",John Marsden,1997,4.18,18,9010,45,12913,275,Young Adult
Love You to Death: The Unofficial Companion to the Vampire Diaries,Crissy Calhoun,2010,4.38,10,9011,9,8484,44,Fantasy
The Husband's Secret Free Preview,Liane Moriarty,2013,3.99,11,9012,3,8425,669,Fiction
"Hourglass (Hourglass, #1)",Myra McEntire,2011,3.8,18,9013,13,18437,2474,Young Adult
Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace,"Al Ries, Jack Trout",1980,4.06,4,9014,34,10002,252,Business
Play of Passion (Psy-Changeling #9),Nalini Singh,2010,4.28,17,9015,20,19651,921,Romance
"Fury (New Species, #1)",Laurann Dohner,2011,4.18,17,9016,12,19813,1246,Romance
Epileptic,David B.,2002,3.9,6,9017,20,10955,561,Comics
August: Osage County,Tracy Letts,2008,4.2,11,9018,24,11895,692,Fiction
"Mountain of Black Glass (Otherland, #3)",Tad Williams,1999,4.04,10,9019,20,12284,178,Fantasy
"Mr. Churchill's Secretary (Maggie Hope Mystery, #1)",Susan Elia MacNeal,2012,3.66,11,9020,16,14502,2248,Fiction
Lost,"Gregory Maguire, Douglas Smith",2001,2.8,10,9021,18,12937,921,Fantasy
The Prestige,Christopher Priest,1995,3.87,11,9022,61,13806,1520,Fiction
Rhett Butler's People,Donald McCaig,2007,3.7,11,9023,49,14281,1671,Fiction
Angels in America,Tony Kushner,1993,4.29,11,9024,14,11385,367,Fiction
Anil's Ghost,Michael Ondaatje,2000,3.54,11,9025,58,12605,1025,Fiction
Winter Moon,Dean Koontz,1993,3.8,31,9026,52,13694,324,Horror
"The Will (Magdalene, #1)",Kristen Ashley,2014,4.3,17,9027,9,22347,2562,Romance
"A Grimm Warning (The Land of Stories, #3)","Chris Colfer, Brandon Dorman",2014,4.54,10,9028,32,15179,1232,Fantasy
"Spell or High Water (Magic 2.0, #2)",Scott  Meyer,2014,4.01,10,9029,7,11734,666,Fantasy
"The Billionaire Wins the Game (Billionaire Bachelors, #1)",Melody Anne,2011,3.93,17,9030,13,17585,874,Romance
"Never Love a Highlander (McCabe Trilogy, #3)",Maya Banks,2011,4.25,17,9031,24,18777,1051,Romance
The Pragmatic Programmer: From Journeyman to Master,"Andrew Hunt, Dave Thomas",1999,4.31,16,9032,17,10466,549,Nonfiction
Supernova: Petir,Dee Lestari,2004,3.85,11,9033,4,7437,626,Fiction
"Babylon's Ashes (The Expanse, #6)",James S.A. Corey,2016,4.18,25,9034,19,13450,1073,Science Fiction
"Wrong Bed, Right Guy (Come Undone, #1)",Katee Robert,2012,3.77,17,9035,12,18475,962,Romance
Drop City,"T.C. Boyle, Richard Poe",2003,3.83,11,9036,24,9982,911,Fiction
Y: The Last Man - The Deluxe Edition Book One,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",2008,4.36,6,9037,11,11304,566,Comics
Candy Girl: A Year in the Life of an Unlikely Stripper,Diablo Cody,2005,3.54,16,9038,21,11062,1574,Nonfiction
حول العالم في 200 يوم,أنيس منصور,1963,4.08,27,9039,7,9130,710,Travelling
"Alert (Michael Bennett, #8)","James Patterson, Michael Ledwidge",2015,3.93,28,9040,24,11378,889,Thriller
"Unattainable (Undeniable, #3)",Madeline Sheehan,2013,4.31,17,9041,15,20377,1779,Romance
The Painter,Peter Heller,2014,3.76,11,9042,10,10145,1389,Fiction
Close Encounters Of The Third Kind,Steven Spielberg,1977,4.09,25,9043,29,10626,78,Science Fiction
"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)","Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham",1989,4.25,10,9044,14,11241,182,Fantasy
The Berenstain Bears Forget Their Manners,"Stan Berenstain, Jan Berenstain",1985,4.15,11,9045,13,12328,105,Fiction
"Hot Ticket (Sinners on Tour, #3)",Olivia Cunning,2013,4.28,17,9046,15,22197,1386,Romance
"The Search (Eve Duncan, #3)",Iris Johansen,2000,4.14,15,9047,32,12877,312,Mystery
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,2001,4.4,10,9048,5,11732,185,Fantasy
Zami: A New Spelling of My Name,Audre Lorde,1982,4.2,14,9049,16,9710,417,Memoir
"The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)","Cassandra Clare, Hye-Kyung Baek",2012,4.21,20,9050,7,12067,736,Manga
Hafalan Shalat Delisa,Tere Liye,2005,4.2,11,9051,4,7891,715,Fiction
"Sixth Grave on the Edge (Charley Davidson, #6)",Darynda Jones,2014,4.38,10,9052,13,19887,1941,Fantasy
"The Royal Ranger (Ranger's Apprentice, #12)",John Flanagan,2013,4.4,10,9053,25,14710,1105,Fantasy
The Submission,Amy Waldman,2011,3.66,11,9054,36,11169,1744,Fiction
The Lord of the Rings Sketchbook,"Alan Lee, Ian McKellen",2005,4.26,2,9055,6,9151,65,Art
"Glimmerglass (Faeriewalker, #1)",Jenna Black,2010,3.76,10,9056,15,19121,1293,Fantasy
Don't Blink,"James Patterson, Howard Roughan",2010,3.79,15,9057,45,12627,1076,Mystery
Shadows over Innsmouth,"Stephen Jones, H.P. Lovecraft, Kim Newman, Brian Mooney, Nicholas Royle, David Langford, Michael Marshall Smith, Brian Lumley, Neil Gaiman, Basil Copper, Jack Yeovil, Guy N. Smith, Adrian Cole, D.F. Lewis, Ramsey Campbell, David Sutton, Peter Tremayne",1994,4.43,31,9058,2,10727,53,Horror
"The Tin Roof Blowdown (Dave Robicheaux, #16)",James Lee Burke,2007,4.17,15,9059,37,11277,753,Mystery
The Death of Bunny Munro,Nick Cave,2009,3.43,11,9060,62,10858,817,Fiction
"Flat Stanley (Flat Stanley, #1)","Jeff Brown, Scott Nash, Macky Pamintuan",1964,3.82,10,9061,43,12139,750,Fantasy
"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa,2010,3.96,10,9062,15,21508,1286,Fantasy
Freight Train,Donald Crews,1978,4.04,11,9063,24,13722,464,Fiction
Rosemary: The Hidden Kennedy Daughter,Kate Clifford Larson,2015,3.78,16,9064,12,12735,1590,Nonfiction
Faith,Jennifer Haigh,2011,3.83,11,9065,15,11866,1702,Fiction
Bite Me If You Can (Argeneau #6),Lynsay Sands,2007,4.27,17,9066,25,17732,461,Romance
"The Golden Dynasty (Fantasyland, #2)",Kristen Ashley,2011,4.46,10,9067,2,20055,1933,Fantasy
Moonlight Becomes You,Mary Higgins Clark,1996,3.8,15,9068,67,13945,365,Mystery
A Corner of the Universe,Ann M. Martin,2002,4.06,11,9069,21,12484,1105,Fiction
The Ice Queen,Alice Hoffman,2005,3.51,11,9070,27,14141,1396,Fiction
City on Fire,Garth Risk Hallberg,2015,3.42,11,9072,46,10324,1891,Fiction
The Flame and the Flower,Kathleen E. Woodiwiss,1972,4.09,17,9073,53,13904,652,Romance
"Exile's Return (Conclave of Shadows, #3)",Raymond E. Feist,2004,4,10,9074,35,11744,104,Fantasy
"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",Jessica Day George,2010,4.03,10,9075,7,17729,1669,Fantasy
Preach My Gospel: A Guide To Missionary Service,The Church of Jesus Christ of Latter-day Saints,2004,4.71,16,9076,5,10194,206,Nonfiction
"The Last Dragonslayer (The Chronicles of Kazam, #1)",Jasper Fforde,2010,3.86,10,9077,44,15781,2408,Fantasy
Orientalism,Edward Said,1978,4.07,16,9078,65,11791,648,Nonfiction
"Like a Fire Burning (The Work and the Glory, #2)",Gerald N. Lund,1991,4.27,11,9079,6,11017,251,Fiction
Friends and Lovers,Eric Jerome Dickey,1997,4.21,11,9080,9,9107,125,Fiction
"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",Georgia Byng,2002,3.87,10,9081,64,17405,783,Fantasy
Contest,Matthew Reilly,1996,3.95,28,9082,44,11245,510,Thriller
Songbook,Nick Hornby,2003,3.56,30,9083,42,11085,485,Music
The Greatest Generation,Tom Brokaw,1998,3.99,12,9084,21,13555,908,History
The Minority Report,Philip K. Dick,1956,3.82,11,9085,40,13408,599,Fiction
"Luck in the Shadows (Nightrunner, #1)",Lynn Flewelling,1996,4.08,10,9086,22,14706,791,Fantasy
"The Lemonade War (The Lemonade War, #1)",Jacqueline Davies,2007,3.88,11,9087,25,11285,1220,Fiction
"The Knight at Dawn (Magic Tree House, #2)","Mary Pope Osborne, Salvatore Murdocca",1993,3.86,11,9088,54,14084,658,Fiction
"The Arrangement: The Ferro Family (The Arrangement, #1)",H.M. Ward,2013,4.02,7,9089,4,16397,933,Contemporary
Winter in Tokyo,Ilana Tan,2008,4.06,17,9090,3,8981,483,Romance
Help for the Haunted,John Searles,2013,3.6,15,9091,14,11846,1703,Mystery
"Death Note, Vol. 6: Give-and-Take (Death Note, #6)","Tsugumi Ohba, Takeshi Obata",2005,4.39,20,9092,32,15664,390,Manga
"The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)","Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki",2010,3.95,10,9093,13,13670,1009,Fantasy
Mrs. Kennedy and Me: An Intimate Memoir,"Clint Hill, Lisa McCubbin",2012,4.14,16,9094,11,10163,1331,Nonfiction
Shoeless Joe,W.P. Kinsella,1982,3.96,11,9095,34,11053,704,Fiction
When Crickets Cry,Charles Martin,2006,4.23,11,9096,18,11364,1731,Fiction
This Changes Everything: Capitalism vs. The Climate,Naomi Klein,2014,4.17,16,9097,47,10037,1187,Nonfiction
"Aloha from Hell (Sandman Slim, #3)",Richard Kadrey,2011,4.01,10,9098,23,12770,569,Fantasy
"Until Lilly (Until, #3)",Aurora Rose Reynolds,2014,4.3,17,9099,13,23435,1393,Romance
